Date,TP
2012-01-15,0.253
2012-02-15,0.11
2012-03-15,0.254
2012-04-15,0.199
2012-05-15,0.235
2012-06-15,0.196
2012-07-15,0.214
2012-08-15,0.278
2012-09-15,0.21
2012-10-15,0.266
2012-11-15,0.224
2012-12-15,0.384
2013-01-15,0.286
2013-02-15,0.166
2013-03-15,0.177
2013-04-15,0.12
2013-05-15,0.162
2013-06-15,0.426
2013-07-15,0.226
2013-08-15,0.226
2013-09-15,0.303
2013-10-15,0.168
2013-11-15,0.171
2013-12-15,0.12
2014-01-15,0.097
2014-02-15,0.1
2014-03-15,0.13
2014-04-15,0.088
2014-05-15,0.1
2014-06-15,0.12
2014-07-15,0.12
2014-08-15,0.154
2014-09-15,0.194
2014-10-15,0.085
2014-11-15,0.142
2014-12-15,0.11
2015-01-15,0.115
2015-02-15,0.161
2015-03-15,0.115
2015-04-15,0.094
2015-05-15,0.133
2015-06-15,0.153
2015-07-15,0.186
2015-08-15,0.24
2015-09-15,0.13
2015-10-15,0.16
2015-11-15,0.105
2015-12-15,0.09
2016-01-15,0.093
2016-02-15,0.084
2016-03-15,0.08
2016-04-15,0.078
2016-05-15,0.086
2016-06-15,0.158
2016-07-15,0.099
2016-08-15,0.23
2016-09-15,0.217
2016-10-15,0.125
2016-11-15,0.152
2016-12-15,0.13
2017-01-15,0.051
2017-02-15,0.094
2017-03-15,0.07
2017-04-15,0.16
2017-05-15,0.09
2017-06-15,0.16
2017-07-15,0.11
2017-08-15,0.24
2017-09-15,0.16
2017-10-15,0.08
2017-11-15,0.12
2017-12-15,0.12
2018-01-15,0.12
2018-02-15,0.11
2018-03-15,0.07
2018-04-15,0.09
2018-05-15,0.09
2018-06-15,0.1
2018-07-15,0.17
2018-08-15,0.14
2018-09-15,0.14
2018-10-15,0.11
2018-11-15,0.13
2018-12-15,0.09
2019-01-15,0.09
2019-02-15,0.07
2019-03-15,0.09
2019-04-15,0.11
2019-05-15,0.12
2019-06-15,0.11
2019-07-15,0.14
2019-08-15,0.23
2019-09-15,0.15
2019-10-15,0.12
2019-11-15,0.13
2019-12-15,0.15
2020-01-15,0.09
2020-02-15,0.043
2020-03-15,0.05
2020-04-15,0.09
2020-05-15,0.1
2020-06-15,0.077
2020-07-15,0.084
2020-08-15,0.093
2020-09-15,0.07
2020-10-15,0.061
2020-11-15,0.13
2020-12-15,0.058
2021-01-15,0.09
2021-02-15,0.08
2021-03-15,0.09
2021-04-15,0.08
2021-05-15,0.09
2021-06-15,0.11
2021-07-15,0.16
2021-08-15,0.18
2021-09-15,0.16
2021-10-15,0.15
2021-11-15,0.09
2021-12-15,0.06
2022-01-15,0.065
2022-02-15,0.05
2022-03-15,0.08
2022-05-15,0.04
2022-06-15,0.05
2022-07-15,0.13
2022-08-15,0.16
2022-09-15,0.145
2022-10-15,0.07
2022-11-15,0.11
2022-12-15,0.07
