Date,TN
2012-01-15,0.15
2012-02-15,0.15
2012-03-15,0.13
2012-04-15,0.17
2012-05-15,0.14
2012-06-15,0.17
2012-07-15,0.18
2012-08-15,0.16
2012-09-15,0.15
2012-10-15,0.15
2012-11-15,0.16
2012-12-15,0.17
2013-01-15,0.16
2013-02-15,0.15
2013-03-15,0.17
2013-04-15,0.18
2013-05-15,0.17
2013-06-15,0.18
2013-07-15,0.18
2013-08-15,0.17
2013-09-15,0.17
2013-10-15,0.14
2013-11-15,0.16
2013-12-15,0.15
2014-01-15,0.16
2014-02-15,0.16
2014-03-15,0.17
2014-04-15,0.16
2014-05-15,0.16
2014-06-15,0.15
2014-07-15,0.16
2014-08-15,0.16
2014-09-15,0.15
2014-10-15,0.15
2014-11-15,0.15
2014-12-15,0.16
2015-01-15,0.18
2015-02-15,0.17
2015-03-15,0.14
2015-04-15,0.15
2015-05-15,0.16
2015-06-15,0.18
2015-07-15,0.18
2015-08-15,0.16
2015-09-15,0.15
2015-10-15,0.18
2015-11-15,0.19
2015-12-15,0.15
2016-01-15,0.19
2016-02-15,0.165
2016-03-15,0.19
2016-04-15,0.17
2016-05-15,0.16
2016-06-15,0.16
2016-07-15,0.17
2016-08-15,0.17
2016-09-15,0.16
2016-10-15,0.16
2016-11-15,0.15
2016-12-15,0.19
2017-01-15,0.17
2017-02-15,0.18
2017-03-15,0.18
2017-04-15,0.18
2017-05-15,0.18
2017-06-15,0.16
2017-07-15,0.19
2017-08-15,0.19
2017-09-15,0.19
2017-10-15,0.3
2017-11-15,0.185
2017-12-15,0.485
2018-01-15,0.26
2018-02-15,0.245
2018-03-15,0.18
2018-05-15,0.16
2018-06-15,0.14
2018-07-15,0.2
2018-08-15,0.16
2018-09-15,0.19
2018-10-15,0.2
2018-11-15,0.24
2018-12-15,0.13
2019-01-15,0.19
2019-02-15,0.19
2019-03-15,0.2
2019-04-15,0.18
2019-05-15,0.2
2019-06-15,0.19
2019-07-15,0.19
2019-08-15,0.18
2019-09-15,0.19
2019-10-15,0.18
2019-11-15,0.2
2019-12-15,0.2
2020-01-15,0.1
2020-02-15,0.02
2020-03-15,0.02
2020-04-15,0.3
2020-05-15,0.3
2020-06-15,0.08
2020-07-15,0.12
2020-08-15,0.08
2020-09-15,0.16
2020-10-15,0.2
2020-11-15,0.2
2020-12-15,0.08
2021-01-15,0.07
2021-02-15,0.05
2021-03-15,0.06
2021-04-15,0.09
2021-05-15,0.09
2021-06-15,0.06
2021-07-15,0.12
2021-08-15,0.1
2021-09-15,0.1
2021-10-15,0.05
2021-11-15,0.05
2021-12-15,0.14
2022-01-15,0.13
2022-02-15,0.15
2022-03-15,0.15
2022-04-15,0.13
2022-05-15,0.16
2022-06-15,0.17
2022-07-15,0.16
2022-08-15,0.13
2022-09-15,0.16
2022-10-15,0.16
2022-11-15,0.15
2022-12-15,0.16
