Date,TN
2016-01-15,0.563
2016-02-15,0.441
2016-03-15,0.544
2016-04-15,0.469
2016-05-15,0.97
2016-06-15,0.93
2016-07-15,0.921
2016-08-15,0.398
2016-09-15,0.646
2016-10-15,2.64
2016-11-15,2.26
2016-12-15,0.857
2017-01-15,1.38
2017-02-15,0.972
2017-03-15,1.85
2017-04-15,1.84
2017-05-15,1.88
2017-06-15,0.37
2017-07-15,1.08
2017-08-15,1.0
2017-09-15,1.0
2017-11-15,0.25
2017-12-15,0.46
2018-01-15,0.39
2018-02-15,0.51
2018-03-15,0.66
2018-04-15,0.49
2018-05-15,0.3
2018-06-15,0.67
2018-07-15,0.46
2018-08-15,0.5
2018-09-15,0.24
2018-10-15,0.68
2018-11-15,1.15
2018-12-15,0.3
2019-01-15,0.65
2019-02-15,1.74
2019-03-15,0.86
2019-04-15,0.42
2019-05-15,0.17
2019-06-15,0.94
2019-07-15,0.49
2019-08-15,0.85
2019-09-15,0.53
2019-10-15,0.74
2019-11-15,0.36
2020-03-15,0.31
2020-04-15,0.98
2020-05-15,1.0
2020-06-15,0.86
2020-07-15,1.01
2020-08-15,0.61
2020-09-15,0.59
2020-10-15,0.56
2020-11-15,0.85
2020-12-15,1.32
2021-01-15,1.4
2021-02-15,1.37
2021-03-15,1.1
2021-04-15,0.64
2021-05-15,0.79
2021-06-15,0.61
2021-07-15,0.62
2021-08-15,0.6
2021-09-15,0.48
2021-10-15,0.63
2021-11-15,0.67
2021-12-15,0.65
2022-01-15,0.81
2022-02-15,1.01
2022-03-15,0.97
2022-04-15,0.64
2022-05-15,0.48
2022-06-15,0.38
2022-07-15,0.63
2022-08-15,0.84
2022-09-15,0.49
2022-10-15,0.63
2022-11-15,0.64
2022-12-15,0.67
