Date,TN
2011-05-15,1.92
2011-06-15,1.99
2011-07-15,1.78
2011-08-15,1.77
2011-09-15,1.76
2011-10-15,1.57
2012-02-15,3.06
2012-05-15,2.445
2012-06-15,1.435
2012-07-15,2.26
2012-08-15,3.93
2012-09-15,2.47
2012-10-15,2.135
2013-01-15,2.155
2013-02-15,2.14
2013-05-15,2.435
2013-06-15,2.48
2013-07-15,2.3
2013-08-15,2.55
2013-09-15,2.61
2013-10-15,2.82
2014-01-15,2.385
2014-02-15,2.19
2014-05-15,1.99
2014-06-15,2.26
2014-07-15,2.44
2014-08-15,2.02
2014-09-15,2.045
2014-10-15,1.63
2015-01-15,1.58
2015-02-15,1.72
2015-05-15,1.92
2015-06-15,1.955
2015-07-15,1.995
2015-08-15,1.72
2015-09-15,1.66
2015-10-15,1.485
2016-01-15,1.65
2016-02-15,1.765
2016-05-15,1.42
2016-06-15,1.69
2016-07-15,2.09
2016-08-15,1.71
2016-09-15,1.78
2016-10-15,1.79
2017-01-15,2.59
2017-02-15,2.74
2017-05-15,1.655
2017-06-15,1.62
2017-07-15,1.51
2017-08-15,2.275
2017-09-15,1.555
2017-10-15,2.541665
2018-01-15,2.42
2018-02-15,2.29
2018-03-15,2.5
2018-04-15,2.0
2018-05-15,1.495
2018-06-15,1.88
2018-07-15,1.88
2018-08-15,1.85
2018-09-15,1.955
2018-10-15,1.665
2018-11-15,2.59
