Date,TP
2011-05-15,0.07
2011-06-15,0.06
2011-07-15,0.05
2011-08-15,0.08
2011-09-15,0.05
2011-10-15,0.06
2012-02-15,0.035
2012-05-15,0.05
2012-06-15,0.05
2012-07-15,0.04
2012-08-15,0.065
2012-09-15,0.035
2012-10-15,0.045
2013-01-15,0.03
2013-02-15,0.02
2013-05-15,0.065
2013-06-15,0.04
2013-07-15,0.075
2013-08-15,0.065
2013-09-15,0.205
2013-10-15,0.105
2014-01-15,0.07
2014-02-15,0.06
2014-05-15,0.055
2014-06-15,0.065
2014-07-15,0.09
2014-08-15,0.08
2014-09-15,0.05
2014-10-15,0.04
2015-01-15,0.035
2015-02-15,0.055
2015-05-15,0.05
2015-06-15,0.05
2015-07-15,0.05
2015-08-15,0.03
2015-09-15,0.04
2015-10-15,0.045
2016-01-15,0.025
2016-02-15,0.02
2016-05-15,0.035
2016-06-15,0.03
2016-07-15,0.065
2016-08-15,0.1
2016-09-15,0.05
2016-10-15,0.04
2017-01-15,0.07
2017-02-15,0.06
2017-05-15,0.03
2017-06-15,0.025
2017-07-15,0.045
2017-08-15,0.03
2017-09-15,0.095
2017-10-15,0.045
2018-01-15,0.115
2018-02-15,0.105
2018-03-15,0.09
2018-04-15,0.08
2018-05-15,0.05
2018-06-15,0.045
2018-07-15,0.065
2018-08-15,0.04
2018-09-15,0.03
2018-10-15,0.045
2018-11-15,0.09
