Date,TN
2016-01-15,2.9
2016-02-15,2.7
2016-03-15,2.18
2016-04-15,2.62
2016-05-15,3.28
2016-06-15,2.7
2016-07-15,2.05
2016-08-15,1.4
2016-09-15,1.15
2016-10-15,1.54
2016-11-15,1.69
2016-12-15,2.75
2017-01-15,2.35
2017-02-15,1.78
2017-03-15,2.52
2017-04-15,2.1
2017-05-15,4.95
2017-06-15,3.72
2017-07-15,0.65
2017-08-15,2.22
2017-09-15,1.82
2017-10-15,3.72
2017-11-15,3.04
2017-12-15,2.61
2018-01-15,2.52
2018-02-15,2.64
2018-03-15,2.46
2018-04-15,2.22
2018-05-15,2.07
2018-06-15,1.96
2018-07-15,1.26
2018-08-15,1.83
2018-09-15,2.18
2018-10-15,2.56
2018-11-15,2.42
2018-12-15,1.18
2019-01-15,2.15
2019-02-15,2.14
2019-03-15,2.7
2019-04-15,2.45
2019-05-15,1.57
2019-06-15,1.44
2019-07-15,1.0
2019-08-15,0.52
2019-09-15,1.94
2019-10-15,1.71
2019-11-15,1.5
2019-12-15,1.37
2020-01-15,1.09
2020-02-15,1.28
2020-03-15,1.11
2020-04-15,0.77
2020-05-15,0.99
2020-06-15,0.42
2020-07-15,0.42
2020-08-15,2.31
2020-09-15,2.85
2020-10-15,2.25
2020-11-15,1.92
2020-12-15,2.11
2021-01-15,2.3
2021-02-15,2.2
2021-03-15,2.0
2021-04-15,1.95
2021-05-15,1.86
2021-06-15,1.5
2021-07-15,1.23
2021-08-15,1.8
2021-09-15,2.23
2021-10-15,2.56
2021-11-15,2.52
2021-12-15,2.53
2022-01-15,2.5
2022-02-15,2.62
2022-03-15,2.59
2022-04-15,2.57
2022-05-15,2.34
2022-06-15,1.84
2022-07-15,3.85
2022-08-15,3.84
2022-09-15,3.68
2022-10-15,3.36
2022-11-15,3.16
2022-12-15,3.15
