Date,TP
2005-01-15,0.189857
2005-02-15,0.110857
2005-03-15,0.303286
2005-04-15,0.323286
2005-05-15,0.155857
2005-06-15,0.213429
2005-07-15,0.163857
2005-08-15,0.129571
2005-09-15,0.149429
2005-10-15,0.121857
2005-11-15,0.290857
2005-12-15,0.126714
2006-01-15,0.114857
2006-02-15,0.095286
2006-03-15,0.197571
2006-04-15,0.099429
2006-05-15,0.149857
2006-06-15,0.143286
2006-07-15,0.159857
2006-08-15,0.175286
2006-09-15,0.359286
2006-10-15,0.163143
2006-11-15,0.291571
2006-12-15,0.233429
2007-01-15,0.23
2007-02-15,0.497
2007-04-15,0.194714
2007-05-15,0.091571
2007-06-15,0.066
2007-07-15,0.284714
2007-08-15,0.077
2007-09-15,0.177857
2007-10-15,0.056571
2007-11-15,0.076
2007-12-15,0.082714
2008-01-15,0.114286
2008-02-15,0.106714
2008-03-15,0.103286
2008-04-15,0.121429
2008-05-15,0.117429
2008-06-15,0.097857
2008-07-15,0.135571
2008-08-15,0.125286
2008-09-15,0.138429
2008-10-15,0.119857
2008-11-15,0.184
2008-12-15,0.154429
2009-01-15,0.168714
2009-02-15,0.125286
2009-03-15,0.152714
2009-04-15,0.189571
2009-05-15,0.136286
2009-06-15,0.114286
2009-07-15,0.144429
2009-08-15,0.160143
2009-09-15,0.114714
2009-10-15,0.183286
2009-11-15,0.109143
2009-12-15,0.172286
2010-01-15,0.201429
2010-02-15,0.177571
2010-03-15,0.217571
2010-04-15,0.231429
2010-05-15,0.236857
2010-06-15,0.199143
2010-07-15,0.270429
2010-08-15,0.197857
2010-09-15,0.15
2010-10-15,0.160714
2010-11-15,0.18
2010-12-15,0.183286
2011-01-15,0.174429
2011-02-15,0.126286
2011-03-15,0.123286
2011-04-15,0.107857
2011-05-15,0.112571
2011-06-15,0.118143
2011-07-15,0.195714
2011-08-15,0.205429
2011-09-15,0.195857
2011-10-15,0.184429
2011-11-15,0.209286
2011-12-15,0.163857
2012-01-15,0.181143
2012-02-15,0.194714
2012-03-15,0.263286
2012-04-15,0.182286
2012-05-15,0.180286
2012-06-15,0.180429
2012-07-15,0.143
2012-08-15,0.139429
2012-09-15,0.16
2012-10-15,0.169143
2012-11-15,0.175286
2012-12-15,0.138286
2013-01-15,0.235714
2013-02-15,0.168857
2013-03-15,0.170429
2013-04-15,0.146429
2013-05-15,0.112857
2013-06-15,0.098429
2013-07-15,0.139571
2013-08-15,0.170714
2013-09-15,0.111571
2013-10-15,0.151571
2013-11-15,0.144
2013-12-15,0.169714
2014-01-15,0.103571
2014-02-15,0.105857
2014-03-15,0.177
2014-04-15,0.131286
2014-05-15,0.149714
2014-06-15,0.136429
2014-07-15,0.172429
2014-08-15,0.155571
2014-09-15,0.149143
2014-10-15,0.130714
2014-11-15,0.131143
2014-12-15,0.086
2015-01-15,0.091286
2015-02-15,0.053143
2015-03-15,0.063714
2015-04-15,0.145571
2015-05-15,0.092143
2015-06-15,0.132429
2015-07-15,0.144714
2015-08-15,0.099857
2015-09-15,0.077
2015-10-15,0.126857
2015-11-15,0.120714
2015-12-15,0.109143
2016-01-15,0.116286
2016-02-15,0.101286
2016-03-15,0.074286
2016-04-15,0.093571
2016-05-15,0.070714
2016-06-15,0.051857
2016-07-15,0.092429
2016-08-15,0.076714
2016-09-15,0.136286
2016-10-15,0.074429
2016-11-15,0.103
2016-12-15,0.113429
2017-01-15,0.120857
2017-02-15,0.093
2017-03-15,0.115143
2017-04-15,0.135429
2017-05-15,0.112714
2017-06-15,0.119571
2017-07-15,0.261571
2017-08-15,0.148429
2017-09-15,0.114429
2017-10-15,0.115833
2017-11-15,0.092143
2017-12-15,0.145
2018-01-15,0.072143
2018-02-15,0.076429
2018-03-15,0.054286
2018-04-15,0.057143
2018-05-15,0.075714
2018-06-15,0.078571
2018-07-15,0.052857
2018-08-15,0.06
2018-09-15,0.038571
2018-10-15,0.061429
2018-11-15,0.064286
2018-12-15,0.075714
2019-01-15,0.037143
2019-02-15,0.057143
2019-03-15,0.094286
2019-04-15,0.064286
2019-05-15,0.098571
2019-06-15,0.081429
2019-07-15,0.065714
2019-08-15,0.064286
2019-09-15,0.088571
2019-10-15,0.06
2019-11-15,0.057143
2019-12-15,0.045714
2020-01-15,0.040714
2020-02-15,0.041429
2020-03-15,0.067571
2020-04-15,0.105286
2020-05-15,0.094
2020-06-15,0.095714
2020-07-15,0.061571
2020-08-15,0.070714
2020-09-15,0.081857
2020-10-15,0.043571
2020-11-15,0.052143
2020-12-15,0.060714
2021-01-15,0.073857
2021-02-15,0.042857
2021-03-15,0.068857
2021-04-15,0.070857
2021-05-15,0.094143
2021-06-15,0.075571
2021-07-15,0.063
2021-08-15,0.063286
2021-09-15,0.065714
2021-10-15,0.068571
2021-11-15,0.055857
2021-12-15,0.045143
2022-01-15,0.042143
2022-02-15,0.045857
2022-03-15,0.045857
2022-04-15,0.056571
2022-05-15,0.069857
2022-06-15,0.071429
2022-07-15,0.068286
2022-08-15,0.071429
2022-09-15,0.067571
2022-10-15,0.058
2022-11-15,0.051857
2022-12-15,0.053857
