Date,TP
2012-01-15,0.09
2012-02-15,0.12
2012-05-15,0.06
2012-06-15,0.05
2012-07-15,0.12
2012-08-15,0.09
2012-09-15,0.08
2012-10-15,0.1
2013-01-15,0.05
2013-02-15,0.06
2013-05-15,0.05
2013-06-15,0.1
2013-07-15,0.1
2013-08-15,0.08
2013-09-15,0.09
2013-10-15,0.09
2014-01-15,0.05
2014-02-15,0.05
2014-05-15,0.06
2014-06-15,0.08
2014-07-15,0.09
2014-08-15,0.08
2014-09-15,0.08
2014-10-15,0.08
2015-01-15,0.05
2015-02-15,0.05
2015-05-15,0.05
2015-06-15,0.07
2015-07-15,0.07
2015-08-15,0.05
2015-09-15,0.07
2015-10-15,0.08
2016-01-15,0.043
2016-02-15,0.047
2016-05-15,0.049
2016-06-15,0.049
2016-07-15,0.044
2016-08-15,0.056
2016-09-15,0.055
2016-10-15,0.048
2017-01-15,0.05
2017-02-15,0.05
2017-05-15,0.07
2017-06-15,0.05
2017-07-15,0.05
2017-08-15,0.05
2017-09-15,0.05
2017-10-15,0.1
2018-01-15,0.03
2018-02-15,0.04
2018-03-15,0.03
2018-05-15,0.08
2018-06-15,0.06
2018-07-15,0.08
2018-08-15,0.1
2018-09-15,0.07
2018-10-15,0.08
2019-01-15,0.03
2019-02-15,0.03
2019-03-15,0.04
2019-05-15,0.1
2019-06-15,0.15
2019-07-15,0.09
2019-08-15,0.08
2019-09-15,0.09
2019-10-15,0.07
2019-12-15,0.07
2020-01-15,0.08
2020-02-15,0.06
2020-03-15,0.02
2020-04-15,0.02
2020-05-15,0.02
2020-06-15,0.04
2020-07-15,0.12
2020-08-15,0.08
2020-09-15,0.19
2020-10-15,0.13
2020-11-15,0.13
2020-12-15,0.13
2021-01-15,0.0655
2021-02-15,0.036
2021-03-15,0.0385
2021-04-15,0.12
2021-05-15,0.09
2021-06-15,0.07
2021-07-15,0.1
2021-08-15,0.06
2021-09-15,0.11
2021-10-15,0.065
2021-11-15,0.053
2021-12-15,0.05
2022-01-15,0.05
2022-02-15,0.006
2022-04-15,0.04
2022-05-15,0.07
2022-06-15,0.05
2022-07-15,0.09
2022-08-15,0.055
2022-09-15,0.07
2022-10-15,0.04
2022-11-15,0.053
2022-12-15,0.04
