Date,TN
2012-01-15,0.2765
2012-02-15,0.4065
2012-03-15,0.3865
2012-04-15,0.392
2012-05-15,0.4215
2012-06-15,0.427
2012-07-15,0.413
2012-08-15,0.4005
2012-09-15,0.3975
2012-10-15,0.335
2012-11-15,0.403
2012-12-15,0.398
2013-01-15,0.388
2013-02-15,0.368
2013-03-15,0.369
2013-04-15,0.439
2013-05-15,0.3935
2013-06-15,0.4235
2013-07-15,0.391
2013-08-15,0.401
2013-09-15,0.477
2013-10-15,0.452
2013-11-15,0.439
2013-12-15,0.427
2014-01-15,0.4495
2014-02-15,0.4285
2014-03-15,0.431
2014-04-15,0.4035
2014-05-15,0.4195
2014-06-15,0.391
2014-07-15,0.4015
2014-08-15,0.435
2014-09-15,0.427
2014-10-15,0.449
2014-11-15,0.4485
2014-12-15,0.44
2015-01-15,0.452
2015-02-15,0.463
2015-03-15,0.4675
2015-04-15,0.4445
2015-05-15,0.45
2015-06-15,0.455
2015-07-15,0.461
2015-08-15,0.4505
2015-09-15,0.693
2015-10-15,0.465
2015-11-15,0.459
2015-12-15,0.4625
2016-01-15,0.442
2016-02-15,0.4535
2016-03-15,0.4685
2016-04-15,0.4305
2016-05-15,0.4615
2016-06-15,0.385
2016-07-15,1.335
2016-08-15,0.445
2016-09-15,0.4545
2016-10-15,0.465
2016-11-15,0.458
2016-12-15,0.4705
2017-01-15,0.445
2017-02-15,0.45
2017-03-15,0.455
2017-04-15,0.445
2017-05-15,0.435
2017-06-15,0.41
2017-07-15,0.705
2017-08-15,0.56
2017-09-15,0.55
2017-10-15,1.0
2017-11-15,0.84
2017-12-15,0.91
2018-01-15,0.625
2018-02-15,0.845
2018-03-15,0.73
2018-04-15,0.53
2018-05-15,0.48
2018-06-15,0.6
2018-07-15,0.41
2018-08-15,0.655
2018-09-15,1.48
2018-10-15,0.685
2018-11-15,1.64
2018-12-15,0.9
2019-01-15,0.67
2019-02-15,0.895
2019-03-15,1.285
2019-04-15,0.83
2019-05-15,0.455
2019-06-15,1.155
2019-07-15,0.6
2019-08-15,0.57
2019-09-15,1.665
2019-10-15,2.01
2019-11-15,0.81
2019-12-15,0.64
2020-01-15,0.84
2020-02-15,0.61
2020-03-15,0.765
2020-04-15,0.82
2020-05-15,0.735
2020-06-15,0.47
2020-07-15,0.55
2020-08-15,0.445
2020-09-15,0.745
2020-10-15,0.74
2020-11-15,0.59
2020-12-15,0.73
2021-01-15,0.765
2021-02-15,0.735
2021-03-15,0.71
2021-04-15,0.7
2021-05-15,0.495
2021-06-15,0.485
2021-07-15,0.545
2021-08-15,0.75
2021-09-15,0.67
2021-10-15,0.785
2021-11-15,0.9
2021-12-15,0.675
2022-01-15,0.53
2022-02-15,0.71
2022-03-15,0.72
2022-04-15,0.69
2022-05-15,0.55
2022-06-15,0.46
2022-07-15,0.83
2022-08-15,0.75
2022-09-15,0.795
2022-10-15,0.89
2022-11-15,1.1
2022-12-15,1.21
