Date,TN
2016-01-15,0.457
2016-02-15,0.64
2016-03-15,0.567
2016-04-15,0.56
2016-05-15,0.233
2016-06-15,0.25
2016-07-15,0.257
2016-08-15,0.247
2016-09-15,0.257
2016-10-15,0.748
2016-11-15,0.81
2016-12-15,0.183
2017-01-15,0.257
2017-02-15,0.767
2017-03-15,0.73
2017-04-15,0.86
2017-05-15,0.8
2017-06-15,0.593
2017-07-15,0.737
2017-08-15,0.693
2017-09-15,0.64
2017-10-15,0.61
2017-11-15,0.55167
2017-12-15,0.73333
2018-01-15,0.79
2018-02-15,0.81
2018-03-15,0.63
2018-04-15,0.57
2018-05-15,0.72
2018-06-15,0.82
2018-07-15,0.49
2018-08-15,0.88
2018-09-15,0.56
2018-10-15,0.7
2018-11-15,0.65
2018-12-15,0.71
2019-01-15,1.2
2019-02-15,0.77
2019-03-15,0.84
2019-04-15,0.77
2019-05-15,0.58
2019-06-15,0.75
2019-07-15,0.82
2019-08-15,0.77
2019-09-15,0.82
2019-10-15,0.76
2019-11-15,0.56
2019-12-15,0.87
2020-01-15,0.62
2020-02-15,0.83
2020-03-15,0.62
2020-04-15,0.6
2020-05-15,0.74
2020-06-15,0.72
2020-07-15,1.05
2020-08-15,0.7
2020-09-15,0.62
2020-10-15,0.78
2020-11-15,2.22
2020-12-15,0.68
2021-01-15,0.78
2021-02-15,0.66
2021-03-15,0.71
2021-04-15,1.0
2021-05-15,0.7
2021-06-15,1.28
2021-07-15,0.84
2021-08-15,0.77
2021-09-15,0.66
2021-10-15,0.62
2021-11-15,0.82
2021-12-15,0.68
2022-01-15,0.82
2022-02-15,0.77
2022-04-15,0.73
2022-05-15,0.73
2022-07-15,0.78
2022-10-15,0.8
2022-11-15,0.88
