Date,TN
2014-01-15,1.955
2014-02-15,1.815
2014-03-15,1.725
2014-05-15,1.74
2014-06-15,1.44
2014-07-15,4.22
2014-08-15,2.495
2014-09-15,1.89
2014-10-15,1.17
2014-12-15,1.27
2015-01-15,1.39
2015-02-15,1.475
2015-03-15,1.42
2015-05-15,1.2
2015-06-15,1.23
2015-07-15,1.165
2015-08-15,1.965
2015-09-15,1.245
2015-10-15,1.525
2015-12-15,1.835
2016-01-15,2.03
2016-02-15,2.25
2016-03-15,1.56
2016-05-15,0.995
2016-06-15,1.17
2016-07-15,1.445
2016-08-15,1.305
2016-09-15,1.265
2016-10-15,0.875
2016-12-15,0.74
2017-01-15,2.545
2017-02-15,1.92
2017-03-15,1.87
2017-05-15,0.82
2017-06-15,0.98
2017-07-15,1.62
2017-08-15,1.46
2017-09-15,1.045
2017-10-15,0.93
2017-12-15,1.62
2018-01-15,1.68
2018-02-15,1.82
2018-03-15,1.91
2018-05-15,1.72
2018-06-15,1.46
2018-07-15,1.86
2018-08-15,1.715
2018-09-15,1.3
2018-10-15,1.585
2018-12-15,1.38
2020-01-15,2.5
2020-02-15,3.04
2020-03-15,1.475
2020-04-15,1.475
2020-05-15,1.08
2020-06-15,1.33
2020-07-15,0.965
2020-08-15,0.535
2020-09-15,1.265
2020-10-15,0.94
2020-11-15,0.94
2020-12-15,1.085
