Date,TP
2016-01-15,0.01
2016-02-15,0.01
2016-03-15,0.01
2016-04-15,0.02
2016-05-15,0.02
2016-06-15,0.03
2016-07-15,0.03
2016-08-15,0.03
2016-09-15,0.02
2016-10-15,0.02
2016-11-15,0.02
2016-12-15,0.01
2017-01-15,0.02
2017-03-15,0.01
2017-04-15,0.02
2017-05-15,0.04
2017-06-15,0.02
2017-07-15,0.03
2017-08-15,0.03
2017-09-15,0.04
2021-01-15,0.03
2021-02-15,0.02
2021-03-15,0.02
2021-04-15,0.011
2021-05-15,0.005
2021-06-15,0.039
2021-07-15,0.021
2021-08-15,0.02
2021-09-15,0.024
2021-10-15,0.0125
2021-12-15,0.02
2022-01-15,0.02
2022-02-15,0.02
2022-03-15,0.02
2022-05-15,0.0235
2022-07-15,0.025
2022-08-15,0.02
2022-09-15,0.025
2022-10-15,0.0125
