Date,TP
2016-01-15,0.249
2016-02-15,0.158
2016-03-15,0.286
2016-04-15,0.275
2016-05-15,0.32
2016-06-15,0.322
2016-07-15,0.136
2016-08-15,0.125
2016-09-15,0.122
2016-10-15,0.127
2016-11-15,0.158
2016-12-15,0.412
2017-01-15,0.284
2017-02-15,0.123
2017-03-15,0.118
2017-04-15,0.115
2017-05-15,0.227
2017-06-15,0.307
2017-07-15,0.37
2017-08-15,0.24
2017-09-15,0.32
2017-10-15,0.32
2017-11-15,0.24
2017-12-15,0.165
2018-01-15,0.14
2018-02-15,0.13
2018-03-15,0.13
2018-04-15,0.13
2018-05-15,0.23
2018-06-15,0.34
2018-07-15,0.35
2018-08-15,0.36
2018-09-15,0.33
2018-10-15,0.31
2018-11-15,0.3
2018-12-15,0.32
2019-01-15,0.22
2019-02-15,0.18
2019-03-15,0.2
2019-04-15,0.22
2019-05-15,0.36
2019-06-15,0.52
2019-07-15,0.52
2019-08-15,0.48
2019-09-15,0.42
2019-10-15,0.3
2019-11-15,0.28
2019-12-15,0.16
2020-01-15,0.105
2020-02-15,0.065
2020-03-15,0.07
2020-04-15,0.08
2020-05-15,0.13
2020-06-15,0.195
2020-07-15,0.161
2020-08-15,0.21
2020-09-15,0.195
2020-10-15,0.2
2020-11-15,0.143
2020-12-15,0.13
2021-01-15,0.094
2021-02-15,0.051
2021-03-15,0.078
2021-04-15,0.096
2021-05-15,0.13
2021-06-15,0.155
2021-07-15,0.133
2021-08-15,0.098
2021-09-15,0.132
2021-10-15,0.12
2021-11-15,0.077
2021-12-15,0.052
2022-01-15,0.054
2022-02-15,0.055
2022-03-15,0.046
2022-04-15,0.066
2022-05-15,0.085
2022-06-15,0.088
2022-07-15,0.061
2022-08-15,0.082
2022-09-15,0.087
2022-10-15,0.102
2022-11-15,0.091
2022-12-15,0.11
