Date,TP
2005-01-15,0.015667
2005-02-15,0.020333
2005-03-15,0.018056
2005-04-15,0.019667
2005-05-15,0.019222
2005-06-15,0.030778
2005-07-15,0.040722
2005-08-15,0.038611
2005-09-15,0.034389
2005-10-15,0.029278
2005-11-15,0.024778
2005-12-15,0.016611
2006-01-15,0.01
2006-02-15,0.019222
2006-03-15,0.021111
2006-04-15,0.018222
2006-05-15,0.019333
2006-06-15,0.025111
2006-07-15,0.031111
2006-08-15,0.029444
2006-09-15,0.033222
2006-10-15,0.039222
2006-11-15,0.012444
2006-12-15,0.016778
2007-01-15,0.013111
2007-02-15,0.012222
2007-04-15,0.011333
2007-05-15,0.014056
2007-06-15,0.013444
2007-07-15,0.019222
2007-08-15,0.015111
2007-09-15,0.023167
2007-10-15,0.017
2007-11-15,0.015444
2007-12-15,0.012
2008-01-15,0.013556
2008-02-15,0.013
2008-03-15,0.013444
2008-04-15,0.017333
2008-05-15,0.022667
2008-06-15,0.013778
2008-07-15,0.022111
2008-08-15,0.022944
2008-09-15,0.014667
2008-10-15,0.020611
2008-11-15,0.015333
2008-12-15,0.025944
2009-01-15,0.012889
2009-02-15,0.010333
2009-03-15,0.014444
2009-04-15,0.014444
2009-05-15,0.022778
2009-06-15,0.029333
2009-07-15,0.028111
2009-08-15,0.036556
2009-09-15,0.024111
2009-10-15,0.037222
2009-11-15,0.024222
2009-12-15,0.026111
2010-01-15,0.022556
2010-02-15,0.019222
2010-03-15,0.017556
2010-04-15,0.018333
2010-05-15,0.022556
2010-06-15,0.021778
2010-07-15,0.030667
2010-08-15,0.031333
2010-09-15,0.027778
2010-10-15,0.027889
2010-11-15,0.022444
2010-12-15,0.011556
2011-01-15,0.017667
2011-02-15,0.012222
2011-03-15,0.020444
2011-04-15,0.017778
2011-05-15,0.024
2011-06-15,0.024667
2011-07-15,0.031222
2011-08-15,0.034111
2011-09-15,0.032556
2011-10-15,0.027222
2011-11-15,0.026444
2011-12-15,0.018333
2012-01-15,0.019933
2012-02-15,0.016833
2012-03-15,0.0205
2012-04-15,0.020733
2012-05-15,0.021967
2012-06-15,0.0266
2012-07-15,0.036333
2012-08-15,0.037778
2012-09-15,0.039667
2012-10-15,0.023
2012-11-15,0.023111
2012-12-15,0.0222
2013-01-15,0.0175
2013-02-15,0.0218
2013-03-15,0.0236
2013-04-15,0.0214
2013-05-15,0.025
2013-06-15,0.0258
2013-07-15,0.033
2013-08-15,0.028
2013-09-15,0.0376
2013-10-15,0.0408
2013-11-15,0.036
2013-12-15,0.0188
2014-01-15,0.0192
2014-02-15,0.018
2014-03-15,0.014
2014-04-15,0.0178
2014-05-15,0.0196
2014-06-15,0.0216
2014-07-15,0.028
2014-08-15,0.0326
2014-09-15,0.0306
2014-10-15,0.0316
2014-11-15,0.0184
2014-12-15,0.0222
2015-01-15,0.0174
2015-02-15,0.0152
2015-03-15,0.0158
2015-04-15,0.0178
2015-05-15,0.019
2015-06-15,0.0212
2015-07-15,0.0278
2015-08-15,0.0236
2015-09-15,0.0222
2015-10-15,0.0298
2015-11-15,0.0236
2015-12-15,0.025
2016-01-15,0.0242
2016-02-15,0.0156
2016-03-15,0.0204
2016-04-15,0.0246
2016-05-15,0.0268
2016-06-15,0.0266
2016-07-15,0.0302
2016-08-15,0.0296
2016-09-15,0.0454
2016-10-15,0.0372
2016-11-15,0.036
2016-12-15,0.0244
2017-01-15,0.0232
2017-02-15,0.0244
2017-03-15,0.022
2017-04-15,0.0158
2017-05-15,0.0222
2017-06-15,0.024
2017-07-15,0.0358
2017-08-15,0.0478
2017-09-15,0.041
2017-10-15,0.04
2017-11-15,0.02
2017-12-15,0.02667
2018-01-15,0.02667
2018-02-15,0.02
2018-03-15,0.02
2018-04-15,0.02
2018-05-15,0.02
2018-06-15,0.03
2018-07-15,0.02
2018-08-15,0.04
2018-09-15,0.03
2018-10-15,0.03
2018-11-15,0.02
2018-12-15,0.02
2019-01-15,0.0194
2019-02-15,0.0196
2019-03-15,0.0234
2019-04-15,0.02
2019-05-15,0.02
2019-06-15,0.02
2019-07-15,0.022
2019-08-15,0.026
2019-09-15,0.038
2019-10-15,0.028
2019-11-15,0.02
2019-12-15,0.017
2020-01-15,0.015
2020-02-15,0.02
2020-03-15,0.022
2020-04-15,0.015
2020-05-15,0.02
2020-06-15,0.03
2020-07-15,0.021
2020-08-15,0.026
2020-09-15,0.022
2020-10-15,0.02
2020-11-15,0.018
2020-12-15,0.022
2021-01-15,0.019667
2021-02-15,0.019667
2021-03-15,0.019
2021-04-15,0.019
2021-05-15,0.024
2021-06-15,0.021
2021-07-15,0.029333
2021-08-15,0.027
2021-09-15,0.022667
2021-10-15,0.032667
2021-11-15,0.022667
2021-12-15,0.029
2022-01-15,0.035333
2022-02-15,0.026667
2022-03-15,0.02
2022-04-15,0.017667
2022-05-15,0.013667
2022-06-15,0.021333
2022-07-15,0.025667
2022-08-15,0.022667
2022-09-15,0.021
2022-10-15,0.019667
2022-11-15,0.019667
2022-12-15,0.018
