Date,TN
2012-01-15,0.3
2012-02-15,0.195
2012-03-15,0.2
2012-04-15,0.175
2012-05-15,0.2
2012-06-15,0.4
2012-07-15,0.35
2012-08-15,0.39
2012-09-15,0.275
2012-10-15,0.35
2012-11-15,0.395
2012-12-15,0.39
2013-01-15,0.345
2013-02-15,0.695
2013-03-15,0.725
2013-04-15,0.645
2013-05-15,0.41
2013-06-15,0.0705
2013-07-15,0.33
2013-08-15,0.71
2013-09-15,0.335
2013-10-15,0.26
2013-11-15,0.315
2013-12-15,0.4
2014-01-15,0.465
2014-02-15,0.265
2014-03-15,0.395
2014-04-15,0.55
2014-05-15,0.315
2014-06-15,0.81
2014-07-15,0.765
2014-08-15,0.81
2014-09-15,0.995
2014-10-15,1.09
2014-11-15,1.005
2014-12-15,0.98
2015-01-15,1.0
2015-02-15,0.96
2015-03-15,0.955
2015-04-15,0.925
2015-05-15,0.925
2015-06-15,0.905
2015-07-15,0.95
2015-08-15,0.95
2015-09-15,0.935
2015-10-15,0.0925
2015-11-15,0.94
2015-12-15,0.94
2016-01-15,0.955
2016-02-15,1.015
2016-03-15,0.94
2016-04-15,0.94
2016-05-15,0.955
2016-06-15,0.945
2016-07-15,0.99
2016-08-15,1.02
2016-09-15,0.966
2016-10-15,1.0
2016-11-15,0.9475
2016-12-15,1.006
2017-01-15,0.922
2017-02-15,0.8725
2017-03-15,0.9185
2017-04-15,0.925
2017-05-15,0.9295
2017-06-15,0.935
2017-07-15,0.933
2017-08-15,0.925
2017-09-15,0.93
2017-10-15,2.25
2017-11-15,1.345
2017-12-15,1.21
2018-01-15,1.36
2018-02-15,1.965
2018-03-15,1.52
2018-04-15,1.04
2018-05-15,1.7
2018-06-15,1.57
2018-07-15,1.56
2018-08-15,1.47
2018-09-15,2.55
2018-10-15,1.2
2018-11-15,1.42
2018-12-15,0.34
2019-01-15,0.705
2019-02-15,0.8
2019-03-15,1.625
2019-04-15,1.37
2019-05-15,0.57
2019-06-15,0.35
2019-07-15,1.11
2019-08-15,0.26
2019-09-15,0.59
2019-10-15,1.25
2019-11-15,0.25
2019-12-15,0.5
2020-01-15,0.24
2020-02-15,0.98
2020-03-15,0.61
2020-04-15,0.2
2020-05-15,0.46
2020-06-15,0.44
2020-07-15,1.36
2020-08-15,1.38
2020-09-15,0.73
2020-10-15,0.74
2020-11-15,0.96
2020-12-15,0.62
2021-01-15,0.58
2021-02-15,0.75
2021-03-15,0.61
2021-04-15,0.39
2021-05-15,0.71
2021-06-15,0.74
2021-07-15,1.29
2021-08-15,2.0
2021-09-15,1.76
2021-10-15,2.32
2021-11-15,1.59
2021-12-15,1.58
2022-01-15,1.12
2022-02-15,1.23
2022-03-15,0.92
2022-04-15,2.13
2022-05-15,0.8
2022-06-15,0.99
2022-07-15,1.78
2022-08-15,1.33
2022-09-15,0.76
2022-10-15,1.05
2022-11-15,1.14
2022-12-15,1.38
