Date,TN
2017-01-15,1.715
2017-02-15,1.36
2017-03-15,1.59
2017-04-15,1.475
2017-05-15,1.54
2017-06-15,1.585
2017-07-15,1.345
2017-08-15,1.465
2017-09-15,1.355
2017-10-15,1.93
2017-11-15,1.85
2017-12-15,1.9
2018-01-15,2.4275
2018-02-15,2.48
2018-03-15,2.155
2018-04-15,1.97
2018-05-15,2.17
2018-06-15,1.6
2018-07-15,1.9
2018-08-15,1.88
2018-09-15,1.52
2018-10-15,1.885
2018-11-15,1.38
2018-12-15,1.3
2019-01-15,2.27
2019-02-15,1.775
2019-03-15,1.825
2019-04-15,1.575
2019-05-15,1.21
2019-06-15,0.94
2019-07-15,0.92
2019-08-15,0.86
2019-09-15,0.76
2019-10-15,1.055
2019-11-15,0.535
2019-12-15,1.025
2020-01-15,1.235
2020-02-15,1.66
2020-03-15,1.685
2020-04-15,1.24
2020-05-15,1.0
2020-06-15,0.94
2020-07-15,1.945
2020-08-15,1.315
2020-09-15,0.77
2020-10-15,0.71
2020-11-15,0.94
2020-12-15,0.905
2021-01-15,2.26
2021-02-15,2.24
2021-03-15,1.965
2021-04-15,2.31
2021-05-15,2.01
2021-06-15,1.56
2021-07-15,1.625
2021-08-15,2.15
2021-09-15,2.23
2021-10-15,2.905
2021-11-15,2.75
2021-12-15,2.57
2022-01-15,3.145
2022-02-15,2.88
2022-03-15,3.22
2022-04-15,2.545
2022-05-15,1.83
2022-06-15,1.36
2022-07-15,1.56
2022-08-15,1.14
2022-09-15,0.79
2022-10-15,0.925
2022-11-15,0.975
2022-12-15,1.255
