Date,TN
2016-01-15,1.06
2016-02-15,1.05
2016-03-15,1.96
2016-04-15,1.92
2016-05-15,1.34
2016-06-15,1.45
2016-07-15,1.38
2016-08-15,1.35
2016-09-15,1.58
2016-10-15,1.67
2016-11-15,2.44
2016-12-15,1.54
2017-01-15,1.98
2017-02-15,1.42
2017-03-15,1.48
2017-04-15,1.78
2017-05-15,2.25
2017-06-15,1.24
2017-07-15,1.33
2017-08-15,1.46
2017-09-15,1.87
2017-10-15,1.04
2017-11-15,0.88
2017-12-15,1.48
2018-01-15,1.48
2018-02-15,1.68
2018-03-15,1.76
2018-04-15,2.19
2018-05-15,1.46
2018-06-15,0.79
2018-07-15,0.65
2018-08-15,1.17
2018-09-15,0.5
2018-10-15,0.54
2018-11-15,1.22
2018-12-15,1.2
2019-01-15,1.99
2019-02-15,1.42
2019-03-15,2.18
2019-04-15,1.27
2019-05-15,0.52
2019-06-15,1.03
2019-07-15,0.61
2019-08-15,0.71
2019-09-15,0.66
2019-10-15,1.12
2019-11-15,0.34
2019-12-15,0.48
2020-01-15,0.5
2020-02-15,2.26
2020-03-15,0.76
2020-04-15,0.85
2020-05-15,0.94
2020-06-15,0.93
2020-07-15,1.42
2020-08-15,1.51
2020-09-15,1.01
2020-10-15,0.49
2020-11-15,0.6
2020-12-15,0.61
2021-01-15,1.55
2021-02-15,0.8
2021-03-15,0.89
2021-04-15,0.7
2021-05-15,0.62
2021-06-15,0.6
2021-07-15,0.91
2021-08-15,0.6
2021-09-15,0.44
2021-10-15,0.89
2021-11-15,1.03
2021-12-15,0.92
2022-01-15,1.17
2022-02-15,1.28
2022-03-15,1.02
2022-04-15,0.79
2022-05-15,0.67
2022-06-15,1.15
2022-07-15,1.09
2022-08-15,0.83
2022-09-15,1.06
2022-10-15,1.05
2022-11-15,1.18
2022-12-15,1.18
