Date,TN
2016-03-15,2.48
2016-04-15,2.88
2016-05-15,2.89
2016-06-15,3.41
2016-07-15,3.35
2016-08-15,2.82
2016-09-15,1.94
2016-10-15,4.663
2016-11-15,2.82
2016-12-15,4.13
2017-01-15,4.01
2017-02-15,4.24
2017-03-15,4.8
2017-04-15,3.11
2017-05-15,4.03
2017-06-15,3.09
2017-07-15,2.06
2017-08-15,3.09
2017-09-15,2.45
2017-10-15,6.26333
2017-11-15,3.23667
2017-12-15,2.90333
2018-01-15,2.87
2018-02-15,2.875
2018-03-15,2.51
2018-04-15,3.18
2018-05-15,2.66
2018-06-15,2.4
2018-07-15,2.63
2018-08-15,2.9
2018-09-15,2.66
2018-10-15,3.38
2018-11-15,3.16
2018-12-15,2.94
2019-01-15,2.42
2019-02-15,2.82
2019-03-15,2.66
2019-04-15,2.61
2019-05-15,2.36
2019-06-15,2.16
2019-07-15,2.47
2019-08-15,2.68
2019-09-15,2.34
2019-10-15,3.3
2019-11-15,3.17
2019-12-15,3.12
2020-01-15,2.76
2020-02-15,2.98
2020-03-15,2.63
2020-04-15,2.69
2020-05-15,2.3
2020-06-15,2.27
2020-07-15,2.49
2020-08-15,2.93
2020-09-15,3.29
2020-10-15,3.91
2020-11-15,3.25
2020-12-15,3.07
2021-01-15,2.73
2021-02-15,2.16
2021-03-15,2.17
2021-04-15,2.07
2021-05-15,1.95
2021-06-15,2.25
2021-07-15,2.46
2021-08-15,3.4
2021-09-15,3.72
2021-10-15,3.81
2021-11-15,3.35
2021-12-15,3.3
2022-01-15,3.11
2022-02-15,2.71
2022-03-15,2.95
2022-04-15,3.09
2022-05-15,3.25
2022-06-15,1.47
2022-07-15,1.41
2022-08-15,1.32
2022-09-15,2.28
2022-10-15,2.26
2022-11-15,3.19
2022-12-15,2.82
