Date,TP
2016-01-15,0.082
2016-02-15,0.062
2016-03-15,0.044
2016-04-15,0.052
2016-05-15,0.053
2016-06-15,0.049
2016-07-15,0.067
2016-08-15,0.075
2016-09-15,0.076
2016-10-15,0.081
2016-11-15,0.191
2016-12-15,0.184
2017-01-15,0.17
2017-02-15,0.098
2017-03-15,0.049
2017-04-15,0.046
2017-05-15,0.065
2017-06-15,0.068
2017-07-15,0.061
2017-08-15,0.06
2017-09-15,0.07
2017-10-15,0.08
2017-11-15,0.08
2017-12-15,0.09
2018-01-15,0.05
2018-02-15,0.03
2018-03-15,0.07
2018-04-15,0.08
2018-05-15,0.08
2018-06-15,0.07
2018-07-15,0.09
2018-08-15,0.08
2018-09-15,0.09
2018-10-15,0.09
2018-11-15,0.09
2018-12-15,0.1
2019-01-15,0.09
2019-02-15,0.1
2019-03-15,0.14
2019-04-15,0.1
2019-05-15,0.07
2019-06-15,0.08
2019-07-15,0.1
2019-08-15,0.12
2019-09-15,0.07
2019-10-15,0.09
2019-11-15,0.11
2019-12-15,0.1
2020-01-15,0.13
2020-02-15,0.14
2020-03-15,0.14
2020-04-15,0.12
2020-05-15,0.12
2020-06-15,0.08
2020-07-15,0.091
2020-08-15,0.088
2020-09-15,0.07
2020-10-15,0.073
2020-11-15,0.091
2020-12-15,0.095
2021-01-15,0.113
2021-02-15,0.119
2021-03-15,0.102
2021-04-15,0.107
2021-05-15,0.133
2021-06-15,0.13
2021-07-15,0.118
2021-08-15,0.096
2021-09-15,0.095
2021-10-15,0.089
2021-11-15,0.081
2021-12-15,0.081
2022-01-15,0.098
2022-02-15,0.094
2022-03-15,0.095
2022-04-15,0.072
2022-05-15,0.052
2022-06-15,0.075
2022-07-15,0.047
2022-08-15,0.055
2022-09-15,0.065
2022-10-15,0.065
2022-11-15,0.045
2022-12-15,0.045
