Date,TN
2016-01-15,0.89
2016-02-15,1.08
2016-05-15,0.885
2016-06-15,0.335
2016-07-15,0.755
2016-08-15,1.34
2016-09-15,0.66
2016-10-15,0.785
2017-01-15,0.75
2017-02-15,0.89
2017-05-15,0.43
2017-06-15,0.295
2017-07-15,0.72
2017-08-15,0.565
2017-09-15,1.125
2019-01-15,1.365
2019-02-15,0.62
2019-03-15,0.76
2019-04-15,0.485
2019-05-15,0.92
2019-06-15,0.685
2019-07-15,1.085
2019-08-15,1.39
2019-09-15,1.295
2019-10-15,0.75
2019-11-15,0.735
2021-04-15,0.43
2021-05-15,0.83
2021-06-15,0.64
2021-07-15,0.66
2021-09-15,0.94
2021-10-15,0.82
2021-11-15,0.86
2022-05-15,0.82
2022-06-15,0.63
2022-07-15,1.45
2022-08-15,0.75
2022-09-15,1.0
2022-10-15,0.81
2022-11-15,0.74
2022-12-15,0.6
