Date,TN
2016-01-15,1.697
2016-02-15,1.615
2016-03-15,1.523
2016-04-15,1.46
2016-05-15,1.89
2016-06-15,0.57
2016-07-15,1.22
2016-08-15,0.9
2016-09-15,0.67
2016-10-15,0.81
2016-11-15,1.2
2016-12-15,2.3
2017-01-15,1.17
2017-02-15,1.39
2017-03-15,1.12
2017-04-15,1.2
2017-05-15,0.81
2017-06-15,0.6
2017-07-15,1.72
2017-08-15,1.43
2017-09-15,1.17
2017-10-15,4.88
2017-11-15,1.20333
2017-12-15,1.07333
2018-01-15,0.84667
2018-02-15,1.04667
2018-03-15,1.12
2018-04-15,0.6
2018-05-15,0.73
2018-06-15,0.77
2018-07-15,1.54
2018-08-15,1.08
2018-09-15,0.47
2018-10-15,0.99
2018-11-15,1.29
2018-12-15,1.41
2019-01-15,1.2
2019-02-15,1.15
2019-03-15,1.26
2019-04-15,0.91
2019-05-15,0.9
2019-06-15,0.96
2019-07-15,2.39
2019-08-15,1.87
2019-09-15,1.41
2019-10-15,1.18
2019-11-15,1.48
2019-12-15,1.49
2020-01-15,1.46
2020-02-15,1.26
2020-03-15,1.17
2020-04-15,0.85
2020-05-15,1.29
2020-06-15,1.66
2020-07-15,2.33
2020-08-15,1.54
2020-09-15,1.36
2020-10-15,1.4
2020-11-15,1.62
2020-12-15,1.58
2021-01-15,1.6
2021-02-15,1.55
2021-03-15,1.44
2021-04-15,1.33
2021-05-15,1.18
2021-06-15,1.61
2021-07-15,2.18
2021-08-15,1.4
2021-09-15,0.79
2021-10-15,0.78
2021-11-15,0.71
2021-12-15,0.86
2022-01-15,0.83
2022-02-15,0.91
2022-03-15,0.92
2022-04-15,0.95
2022-05-15,0.96
2022-06-15,2.09
2022-07-15,1.85
2022-08-15,1.05
2022-09-15,0.82
2022-10-15,0.89
2022-11-15,0.86
2022-12-15,0.78
