Date,TN
2012-01-15,2.065
2012-02-15,1.97
2012-03-15,2.05
2012-04-15,3.245
2012-05-15,2.545
2012-06-15,2.495
2012-07-15,2.49
2012-08-15,2.52
2012-09-15,1.93
2012-10-15,2.535
2012-11-15,2.265
2012-12-15,2.16
2013-01-15,2.645
2013-02-15,2.17
2013-03-15,2.2
2013-05-15,0.955
2013-06-15,0.905
2013-07-15,0.87
2013-08-15,0.95
2013-09-15,0.76
2013-10-15,0.975
2013-11-15,0.875
2013-12-15,0.95
2014-01-15,0.975
2014-02-15,0.97
2014-03-15,0.945
2014-04-15,0.95
2014-05-15,0.925
2014-06-15,0.18
2014-07-15,0.545
2014-08-15,0.935
2014-09-15,0.1
2014-10-15,0.39
2014-11-15,0.95
2014-12-15,0.645
2015-01-15,0.545
2015-02-15,0.305
2015-03-15,0.355
2015-04-15,0.2
2015-05-15,0.451
2015-06-15,0.175
2015-07-15,0.45
2015-08-15,0.175
2015-09-15,0.21
2015-10-15,0.78
2015-11-15,0.385
2015-12-15,0.42
2016-01-15,0.475
2016-03-15,0.385
2016-04-15,0.235
2016-05-15,0.195
2016-06-15,1.15
2016-07-15,0.685
2016-08-15,0.93
2016-09-15,0.825
2016-10-15,0.845
2016-11-15,1.0
2016-12-15,0.99
2017-01-15,0.99
2017-02-15,1.115
2017-03-15,1.195
2017-04-15,0.815
2017-05-15,0.85
2017-06-15,0.815
2017-07-15,0.905
2017-08-15,0.88
2017-09-15,0.84
2017-10-15,0.76
2017-11-15,0.8
2017-12-15,0.585
2018-01-15,0.645
2018-02-15,1.055
2018-03-15,0.855
2018-04-15,0.68
2018-05-15,0.655
2018-06-15,0.495
2018-07-15,0.72
2018-08-15,0.915
2018-09-15,3.11
2018-10-15,2.285
2018-11-15,1.69
2018-12-15,1.995
2019-02-15,1.435
2019-03-15,1.475
2019-04-15,1.6
2019-05-15,0.57
2019-06-15,0.59
2019-07-15,0.665
2019-08-15,0.63
2019-09-15,1.715
2019-10-15,1.505
2019-11-15,1.3
2019-12-15,1.155
2020-01-15,1.155
2020-02-15,1.22
2020-03-15,1.31
2020-04-15,0.89
2020-05-15,0.535
2020-06-15,0.69
2020-07-15,0.86
2020-08-15,1.615
2020-09-15,3.105
2020-10-15,2.565
2020-11-15,2.21
2020-12-15,1.86
2021-02-15,1.82
2021-04-15,1.73
2021-05-15,1.63
2021-06-15,0.905
2021-07-15,1.655
2021-08-15,1.885
2021-09-15,3.68
2021-10-15,6.39
2021-11-15,7.61
2021-12-15,9.045
2022-02-15,9.375
2022-03-15,9.135
2022-04-15,8.73
2022-05-15,8.45
2022-06-15,2.22
2022-07-15,3.315
2022-08-15,2.64
2022-09-15,3.92
2022-10-15,4.08
2022-11-15,1.66
2022-12-15,2.0
