Date,TN
2005-01-15,0.534
2005-02-15,0.6615
2005-03-15,0.366
2005-04-15,0.543
2005-05-15,0.4975
2005-06-15,0.695
2005-07-15,0.386
2005-08-15,0.609
2005-09-15,0.614
2005-10-15,0.561
2005-11-15,0.5
2005-12-15,0.336
2006-01-15,0.54
2006-02-15,0.473
2006-03-15,0.583
2006-04-15,0.47
2006-05-15,0.583
2006-06-15,0.756
2006-07-15,0.69
2006-08-15,0.756
2006-09-15,0.751
2006-10-15,0.796
2006-11-15,0.554
2006-12-15,0.559
2007-01-15,0.523
2007-02-15,0.552
2007-04-15,0.42
2007-05-15,0.565
2007-06-15,0.485
2007-07-15,0.47
2007-08-15,0.63
2007-09-15,0.63
2007-10-15,0.585
2007-11-15,0.545
2007-12-15,0.43
2008-01-15,0.366
2008-02-15,0.44
2008-03-15,0.245
2008-04-15,0.3
2008-05-15,0.33
2008-06-15,0.42
2008-07-15,0.29
2008-08-15,0.44
2008-09-15,0.45
2008-10-15,0.525
2008-11-15,0.475
2008-12-15,0.5
2009-01-15,0.64
2009-02-15,0.54
2009-03-15,0.49
2009-04-15,0.49
2009-05-15,0.61
2009-06-15,0.51
2009-07-15,0.73
2009-08-15,0.71
2009-09-15,0.72
2009-10-15,0.63
2009-11-15,0.54
2009-12-15,0.5
2010-01-15,0.47
2010-02-15,0.47
2010-03-15,0.51
2010-04-15,0.44
2010-05-15,0.55
2010-06-15,0.49
2010-07-15,0.57
2010-08-15,0.67
2010-09-15,0.6
2010-10-15,0.64
2010-11-15,0.66
2010-12-15,0.55
2011-01-15,0.47
2011-02-15,0.48
2011-03-15,0.5
2011-04-15,0.5
2011-05-15,0.56
2011-06-15,0.5
2011-07-15,0.57
2011-08-15,0.58
2011-09-15,0.57
2011-10-15,0.52
2011-11-15,0.5
2011-12-15,0.45
2012-01-15,0.431665
2012-02-15,0.5
2012-03-15,0.493335
2012-04-15,0.51
2012-05-15,0.486665
2012-06-15,0.58
2012-07-15,0.57
2012-08-15,0.55
2012-09-15,0.58
2012-10-15,0.6
2012-11-15,0.48
2012-12-15,0.44
2013-01-15,0.505
2013-02-15,0.53
2013-03-15,0.49
2013-04-15,0.55
2013-05-15,0.51
2013-06-15,0.54
2013-07-15,0.49
2013-08-15,0.57
2013-09-15,0.53
2013-10-15,0.53
2013-11-15,0.57
2013-12-15,0.46
2014-01-15,0.47
2014-02-15,0.45
2014-03-15,0.44
2014-04-15,0.48
2014-05-15,0.43
2014-06-15,0.49
2014-07-15,0.48
2014-08-15,0.56
2014-09-15,0.49
2014-10-15,0.45
2014-11-15,0.47
2014-12-15,0.45
2015-01-15,0.46
2015-02-15,0.42
2015-03-15,0.46
2015-04-15,0.47
2015-05-15,0.46
2015-06-15,0.56
2015-07-15,0.53
2015-08-15,0.56
2015-09-15,0.58
2015-10-15,0.53
2015-11-15,0.44
2015-12-15,0.49
2016-01-15,0.49
2016-02-15,0.45
2016-03-15,0.51
2016-04-15,0.53
2016-05-15,0.57
2016-06-15,0.5
2016-07-15,0.57
2016-08-15,0.52
2016-09-15,0.6
2016-10-15,0.58
2016-11-15,0.66
2016-12-15,0.56
2017-01-15,0.49
2017-02-15,0.48
2017-03-15,0.49
2017-04-15,0.5
2017-05-15,0.48
2017-06-15,0.6
2017-07-15,0.53
2017-08-15,0.67
2017-09-15,0.65
2017-10-15,0.71
2017-11-15,0.52667
2017-12-15,0.57333
2018-01-15,0.71333
2018-02-15,0.42
2018-03-15,0.47
2018-04-15,0.6
2018-05-15,0.6
2018-06-15,0.61
2018-07-15,0.53
2018-08-15,0.64
2018-09-15,0.47
2018-10-15,0.44
2018-11-15,0.42
2018-12-15,0.28
2019-01-15,0.58
2019-02-15,0.58
2019-03-15,0.6
2019-04-15,0.61
2019-05-15,0.56
2019-06-15,0.63
2019-07-15,0.53
2019-08-15,0.68
2019-09-15,0.65
2019-10-15,0.77
2019-11-15,0.6
2019-12-15,0.56
2020-01-15,0.58
2020-02-15,0.46
2020-03-15,0.42
2020-04-15,0.54
2020-05-15,0.46
2020-06-15,0.62
2020-07-15,0.36
2020-08-15,0.4
2020-09-15,0.51
2020-10-15,0.45
2020-11-15,0.44
2020-12-15,0.41
2021-01-15,0.58
2021-02-15,0.46
2021-03-15,0.46
2021-04-15,0.48
2021-05-15,0.56
2021-06-15,0.37
2021-07-15,0.46
2021-08-15,0.5
2021-09-15,0.34
2021-10-15,0.86
2021-11-15,0.47
2021-12-15,0.37
2022-01-15,0.57
2022-02-15,0.5
2022-03-15,0.3
2022-04-15,0.56
2022-05-15,0.44
2022-06-15,0.42
2022-07-15,0.7
2022-08-15,0.49
2022-09-15,0.24
2022-10-15,0.26
2022-11-15,0.39
2022-12-15,0.44
