Date,TN
2016-01-15,1.7
2016-02-15,1.47
2016-03-15,2.04
2016-04-15,1.78
2016-05-15,1.94
2016-06-15,1.92
2016-07-15,1.32
2016-08-15,1.77
2016-09-15,1.89
2016-10-15,1.87
2016-11-15,1.09
2017-02-15,1.0
2017-03-15,1.08
2017-04-15,1.14
2017-05-15,1.04
2017-06-15,0.98
2017-07-15,0.98
2017-08-15,1.05
2017-09-15,1.15
2017-10-15,2.47
2017-11-15,1.55
2017-12-15,1.54
2018-01-15,1.87
2018-02-15,1.53
2018-03-15,1.29
2018-04-15,1.23
2018-05-15,1.09
2018-06-15,0.8
2018-07-15,0.91
2018-08-15,0.88
2018-09-15,1.05
2018-10-15,0.76
2018-11-15,1.8
2018-12-15,3.08
2019-01-15,1.63
2019-02-15,1.03
2019-03-15,0.84
2019-04-15,0.69
2019-05-15,0.8
2019-06-15,0.79
2019-07-15,0.89
2019-08-15,0.78
2019-09-15,0.9
2019-10-15,0.96
2019-11-15,0.46
2019-12-15,0.87
2020-01-15,0.48
2020-02-15,0.82
2020-03-15,0.76
2020-04-15,1.11
2020-05-15,0.87
2020-06-15,0.56
2020-07-15,0.66
2020-08-15,0.76
2020-09-15,0.61
2020-10-15,0.74
2020-11-15,0.84
2020-12-15,0.81
2021-01-15,0.62
2021-02-15,0.63
2021-03-15,0.77
2021-04-15,0.78
2021-05-15,0.53
2021-06-15,0.48
2021-07-15,0.61
2021-08-15,0.7
2021-09-15,0.68
2021-10-15,0.68
2021-11-15,0.83
2021-12-15,0.57
2022-01-15,0.59
2022-02-15,0.35
2022-03-15,0.45
2022-04-15,0.55
2022-05-15,0.4
2022-06-15,0.35
2022-07-15,0.58
2022-08-15,0.76
2022-09-15,0.63
2022-10-15,0.66
2022-11-15,0.72
2022-12-15,0.77
