Date,TN
2016-01-15,2.71
2016-02-15,2.84
2016-03-15,2.68
2016-04-15,2.4
2016-05-15,2.62
2016-06-15,3.2
2016-07-15,3.08
2016-08-15,2.73
2016-09-15,2.21
2016-10-15,2.47
2016-11-15,2.43
2016-12-15,2.39
2017-01-15,2.21
2017-02-15,1.67
2017-03-15,1.65
2017-04-15,1.53
2017-05-15,1.85
2017-06-15,1.74
2017-07-15,1.99
2017-08-15,2.12
2017-09-15,2.08
2017-10-15,2.13
2017-11-15,1.865
2017-12-15,1.44
2018-01-15,1.49
2018-02-15,1.54
2018-03-15,1.3
2018-04-15,1.33
2018-05-15,1.28
2018-06-15,1.77
2018-07-15,2.41
2018-08-15,2.46
2018-09-15,2.49
2018-10-15,1.89
2018-11-15,1.77
2018-12-15,2.22
2019-01-15,2.71
2019-02-15,3.26
2019-03-15,4.39
2019-04-15,2.01
2019-05-15,1.6
2019-06-15,2.28
2019-07-15,1.67
2019-08-15,3.6
2019-09-15,2.69
2019-10-15,2.9
2019-11-15,3.7
2019-12-15,2.32
2020-01-15,2.18
2020-02-15,3.37
2020-03-15,2.37
2020-04-15,2.96
2020-05-15,2.27
2020-06-15,2.46
2020-07-15,2.67
2020-08-15,2.6
2020-09-15,2.57
2020-10-15,2.5
2020-11-15,2.67
2020-12-15,2.5
2021-01-15,2.62
2021-02-15,2.38
2021-03-15,2.0
2021-04-15,1.94
2021-05-15,2.24
2021-06-15,2.05
2021-07-15,2.58
2021-08-15,3.3
2021-09-15,3.01
2021-10-15,2.26
2021-11-15,2.04
2021-12-15,2.29
2022-01-15,2.74
2022-02-15,2.71
2022-03-15,2.23
2022-04-15,2.65
2022-05-15,2.54
2022-06-15,2.89
2022-07-15,2.41
2022-08-15,1.62
2022-09-15,1.42
2022-10-15,1.14
2022-11-15,0.95
2022-12-15,1.16
