Date,TN
2014-01-15,0.985
2014-02-15,0.955
2014-05-15,0.44
2014-06-15,0.555
2014-07-15,0.545
2014-08-15,0.575
2014-09-15,0.46
2014-10-15,0.54
2015-01-15,0.955
2015-02-15,0.95
2015-05-15,0.64
2015-06-15,0.66
2015-07-15,0.96
2015-08-15,0.595
2015-09-15,0.58
2015-10-15,0.425
2016-01-15,0.418
2016-02-15,0.488
2016-05-15,0.213
2016-06-15,0.298
2016-07-15,0.338
2016-08-15,0.466
2016-09-15,0.346
2016-10-15,0.477
2017-01-15,0.435
2017-02-15,0.4
2017-05-15,0.445
2017-06-15,0.225
2017-07-15,0.87
2017-08-15,0.555
2017-09-15,0.51
2017-10-15,0.505
2018-01-15,0.5525
2018-02-15,0.465
2018-03-15,0.745
2018-05-15,0.23
2018-06-15,0.345
2018-07-15,0.485
2018-08-15,0.66
2018-09-15,0.56
2018-10-15,0.52
2019-01-15,0.515
2019-02-15,0.5
2019-03-15,0.63
2019-04-15,0.335
2019-05-15,0.405
2019-06-15,0.5
2019-07-15,0.505
2019-08-15,0.46
2019-09-15,0.47
2019-10-15,0.49
2019-12-15,0.49
2020-01-15,0.64
2020-02-15,0.51
2020-03-15,0.465
2020-04-15,0.465
2020-05-15,0.465
2020-06-15,0.465
2020-07-15,0.465
2020-08-15,0.185
2020-09-15,0.625
2020-10-15,0.38
2020-11-15,0.38
2020-12-15,0.38
2021-01-15,0.735
2021-02-15,0.735
2021-03-15,0.65
2021-04-15,0.93
2021-05-15,0.665
2021-06-15,0.87
2021-07-15,1.08
2021-08-15,1.25
2021-09-15,0.945
2021-10-15,0.745
2021-11-15,1.32
2021-12-15,0.85
2022-01-15,0.86
2022-02-15,0.835
2022-04-15,1.09
2022-05-15,1.33
2022-06-15,1.07
2022-07-15,1.58
2022-08-15,0.74
2022-09-15,0.65
2022-10-15,0.755
2022-11-15,0.81
2022-12-15,0.84
