Date,TN
2012-06-15,2.369
2012-07-15,0.96
2012-08-15,1.215
2012-09-15,1.15
2012-10-15,1.157
2012-11-15,0.705
2013-06-15,1.07
2013-07-15,1.11
2013-08-15,1.22
2013-09-15,0.72
2013-10-15,0.81
2013-11-15,0.52
2013-12-15,1.045
2014-06-15,0.54
2014-07-15,0.78
2014-08-15,0.72
2014-09-15,0.81
2014-10-15,0.795
2014-11-15,0.625
2015-05-15,0.89
2015-06-15,0.86
2015-07-15,0.95
2015-08-15,0.87
2015-09-15,0.84
2015-10-15,0.85
2015-11-15,0.46
2015-12-15,0.57
2016-04-15,0.46
2016-05-15,0.55
2016-06-15,0.71
2016-07-15,0.48
2016-08-15,0.93
2016-09-15,0.56
2016-10-15,0.65
2016-11-15,0.685
2017-04-15,0.9
2017-05-15,0.7
2017-06-15,0.6
2017-07-15,0.82
2017-08-15,0.52
2017-09-15,0.62
2017-10-15,0.73
2017-11-15,0.86
2017-12-15,0.99
