Date,TN
2016-01-15,1.97
2016-02-15,1.95
2016-03-15,1.64
2016-04-15,1.9
2016-05-15,1.95
2016-06-15,1.47
2016-07-15,1.74
2016-08-15,1.65
2016-09-15,1.49
2016-10-15,1.14
2016-11-15,2.04
2016-12-15,1.97
2017-01-15,2.16
2017-02-15,1.83
2017-03-15,1.95
2017-04-15,1.19
2017-05-15,1.61
2017-06-15,1.51
2017-07-15,1.74
2017-08-15,0.93
2017-09-15,1.1
2017-10-15,1.115
2017-11-15,1.34
2017-12-15,1.245
2018-01-15,1.1525
2018-02-15,1.2
2018-03-15,1.62
2018-04-15,1.44
2018-05-15,1.18
2018-06-15,1.61
2018-07-15,1.76
2018-08-15,1.67
2018-09-15,1.14
2018-10-15,0.98
2018-11-15,0.96
2018-12-15,0.98
2019-01-15,1.42
2019-02-15,1.05
2019-03-15,1.33
2019-04-15,0.75
2019-05-15,0.78
2019-06-15,0.99
2019-07-15,1.17
2019-08-15,1.04
2019-09-15,1.16
2019-10-15,1.0
2019-11-15,1.55
2019-12-15,0.99
2020-01-15,0.84
2020-02-15,0.81
2020-03-15,0.78
2020-04-15,1.07
2020-05-15,0.98
2020-06-15,0.98
2020-07-15,0.86
2020-08-15,1.01
2020-09-15,1.14
2020-10-15,1.3
2020-11-15,1.22
2020-12-15,1.26
2021-01-15,1.25
2021-02-15,1.17
2021-03-15,1.24
2021-04-15,1.33
2021-05-15,1.23
2021-06-15,1.09
2021-07-15,1.03
2021-08-15,1.0
2021-09-15,1.08
2021-10-15,1.12
2021-11-15,1.04
2021-12-15,1.14
2022-01-15,1.39
2022-02-15,1.18
2022-03-15,1.11
2022-04-15,1.2
2022-05-15,1.27
2022-06-15,1.11
2022-07-15,0.89
2022-08-15,0.95
2022-09-15,1.18
2022-10-15,1.17
2022-11-15,1.1
2022-12-15,1.22
