Date,TN
2005-03-15,2.925
2005-04-15,2.395
2005-05-15,2.17
2005-06-15,1.101
2005-07-15,1.664
2005-08-15,1.852
2005-09-15,1.652
2005-10-15,1.835
2005-11-15,2.472
2005-12-15,2.43
2006-01-15,2.43
2006-02-15,3.51
2006-04-15,2.55
2006-05-15,2.71
2006-06-15,1.91
2006-07-15,1.77
2006-08-15,1.54
2006-09-15,1.14
2006-10-15,1.84
2006-11-15,1.61
2006-12-15,1.63
2007-01-15,2.12
2007-02-15,2.84
2007-03-15,2.55
2007-04-15,3.16
2007-05-15,2.06
2007-06-15,1.79
2007-07-15,1.36
2007-08-15,1.65
2007-09-15,1.07
2007-10-15,2.19
2007-11-15,2.36
2007-12-15,1.99
2008-01-15,2.47
2008-02-15,2.56
2008-03-15,2.68
2008-04-15,2.08
2008-05-15,2.59
2008-06-15,1.7
2008-07-15,1.92
2008-08-15,0.9
2008-09-15,1.38
2008-10-15,1.64
2008-11-15,1.6
2008-12-15,2.9
2009-01-15,2.2
2009-02-15,2.87
2009-03-15,2.86
2009-04-15,3.12
2009-05-15,2.21
2009-06-15,1.55
2009-07-15,1.74
2009-08-15,1.43
2009-09-15,1.45
2009-10-15,1.42
2009-11-15,1.45
2009-12-15,2.42
2010-01-15,3.04
2010-02-15,2.87
2010-03-15,3.2
2010-04-15,3.3
2010-05-15,2.12
2010-06-15,1.63
2010-07-15,1.44
2010-08-15,1.47
2010-09-15,0.88
2010-10-15,1.89
2010-11-15,2.6
2010-12-15,2.21
2011-01-15,2.24
2011-02-15,1.94
2011-03-15,2.1
2011-04-15,2.29
2011-05-15,2.2
2011-06-15,1.68
2011-07-15,2.92
2011-08-15,1.27
2011-09-15,1.19
2011-10-15,1.23
2011-11-15,1.74
2011-12-15,1.92
2012-01-15,2.14
2012-02-15,3.35
2012-03-15,1.44
2012-04-15,2.25
2012-05-15,1.7
2012-06-15,1.34
2016-01-15,1.79
2016-02-15,1.81
2016-03-15,2.06
2016-04-15,1.52
2016-05-15,1.69
2016-06-15,1.16
2016-07-15,1.05
2016-08-15,0.6
2016-09-15,0.63
2016-10-15,1.02
2016-11-15,1.81
2016-12-15,2.37
2017-01-15,2.0
2017-02-15,1.48
2017-03-15,1.62
2017-04-15,2.08
2017-05-15,1.27
2017-06-15,0.86
2017-07-15,1.34
2017-08-15,0.89
2017-09-15,0.91
2017-10-15,0.8
2017-11-15,0.74
2017-12-15,1.07
2018-01-15,1.365
2018-02-15,1.985
2018-03-15,1.59
2018-04-15,1.58
2018-05-15,1.06
2018-06-15,0.82
2018-07-15,0.78
2018-08-15,0.73
2018-09-15,0.48
2018-10-15,0.6
2018-11-15,0.52
2018-12-15,1.03
2019-01-15,1.44
2019-02-15,1.9
2019-03-15,1.92
2019-04-15,1.81
2019-05-15,1.23
2019-06-15,1.35
2019-07-15,0.72
2019-08-15,0.78
2019-09-15,1.07
2019-10-15,0.66
2019-11-15,0.47
2019-12-15,1.06
2020-01-15,1.28
2020-02-15,1.8
2020-03-15,2.01
2020-04-15,1.43
2020-05-15,0.98
2020-06-15,0.94
2020-07-15,1.41
2020-08-15,0.94
2020-09-15,2.24
2020-10-15,1.0
2020-11-15,0.7
2020-12-15,0.92
2021-01-15,1.26
2021-02-15,0.5
2021-03-15,1.14
2021-04-15,1.81
2021-05-15,1.28
2021-06-15,0.84
2021-07-15,0.68
2021-08-15,1.36
2021-09-15,0.74
2021-10-15,0.41
2021-11-15,0.85
2021-12-15,1.0
2022-01-15,2.05
2022-02-15,2.04
2022-03-15,1.77
2022-04-15,1.56
2022-05-15,0.84
2022-06-15,0.67
2022-07-15,0.61
2022-08-15,0.85
2022-09-15,0.6
2022-10-15,0.61
2022-11-15,0.8
2022-12-15,0.98
