Date,TN
2016-01-15,0.484
2016-02-15,0.967
2016-03-15,0.806
2016-04-15,0.996
2016-05-15,0.806
2016-06-15,0.858
2016-08-15,0.779
2016-09-15,0.818
2016-10-15,0.3
2016-11-15,0.53
2016-12-15,0.431
2017-01-15,0.42
2017-02-15,0.42
2017-03-15,0.48
2017-04-15,0.47
2017-05-15,0.45
2017-06-15,0.43
2017-07-15,0.47
2017-08-15,0.49
2017-09-15,0.49
2017-10-15,0.68333
2017-11-15,0.72167
2017-12-15,0.85
2018-01-15,0.81
2018-02-15,0.98
2018-03-15,0.89
2018-04-15,1.4
2018-05-15,1.31
2018-06-15,0.87
2018-07-15,0.96
2018-08-15,0.93
2018-09-15,0.74
2018-10-15,0.22
2018-11-15,0.82
2018-12-15,0.86
2019-01-15,0.61
2019-02-15,0.76
2019-03-15,1.78
2019-04-15,1.54
2019-05-15,1.42
2019-06-15,1.32
2019-07-15,1.18
2019-08-15,0.56
2019-09-15,1.15
2019-10-15,0.49
2019-11-15,0.33
2019-12-15,0.47
2020-01-15,0.57
2020-02-15,0.57
2020-03-15,2.69
2020-04-15,1.79
2020-05-15,1.62
2020-06-15,0.99
2020-07-15,0.95
2020-08-15,0.52
2020-09-15,0.58
2020-10-15,0.79
2020-11-15,0.85
2020-12-15,0.99
2021-01-15,0.92
2021-02-15,0.91
2021-03-15,1.07
2021-04-15,1.34
2021-05-15,1.08
2021-06-15,0.81
2021-07-15,0.63
2021-08-15,0.9
2021-09-15,0.66
2021-10-15,0.54
2021-11-15,0.66
2021-12-15,0.69
2022-01-15,0.79
2022-02-15,1.13
2022-03-15,1.27
2022-04-15,1.25
2022-05-15,1.04
2022-06-15,0.71
2022-07-15,0.45
2022-08-15,0.27
2022-09-15,0.26
2022-10-15,0.26
2022-11-15,0.37
2022-12-15,0.56
