Date,TN
2018-01-15,1.13
2018-02-15,1.34
2018-03-15,1.97
2018-04-15,1.76
2018-05-15,1.35
2018-06-15,0.66
2018-07-15,0.91
2018-08-15,0.8
2018-09-15,0.74
2018-10-15,0.48
2018-11-15,0.28
2018-12-15,0.22
2019-01-15,1.17
2019-02-15,0.69
2019-03-15,1.32
2019-04-15,0.42
2019-05-15,0.44
2019-06-15,0.51
2019-07-15,1.2
2019-08-15,1.75
2019-09-15,1.55
2019-10-15,0.57
2019-11-15,0.41
2019-12-15,0.63
2020-01-15,0.96
2020-02-15,0.67
2020-03-15,0.46
2020-04-15,0.5
2020-05-15,0.78
2020-06-15,0.76
2020-07-15,1.04
2020-08-15,1.08
2020-09-15,0.69
2020-10-15,0.92
2020-11-15,0.58
2020-12-15,1.18
2021-01-15,1.0
2021-02-15,0.62
2021-03-15,0.59
2021-04-15,0.58
2021-05-15,0.56
2021-06-15,0.69
2021-07-15,0.82
2021-08-15,0.9
2021-09-15,1.07
2021-10-15,1.25
2021-11-15,0.73
2021-12-15,0.43
2022-01-15,1.1
2022-02-15,1.11
2022-03-15,0.91
2022-04-15,1.03
2022-05-15,0.93
2022-06-15,1.28
2022-07-15,2.1
2022-08-15,1.22
2022-09-15,1.46
2022-10-15,1.38
2022-11-15,1.64
2022-12-15,1.28
