Date,TP
2014-01-15,0.2095
2014-02-15,0.0815
2014-03-15,0.0525
2014-05-15,0.0935
2014-06-15,0.1555
2014-07-15,0.448
2014-08-15,0.1115
2014-09-15,0.1585
2014-10-15,0.0475
2014-12-15,0.063
2015-01-15,0.078
2015-02-15,0.064
2015-03-15,0.068
2015-05-15,0.1415
2015-06-15,0.0905
2015-07-15,0.1505
2015-08-15,0.1105
2015-09-15,0.164
2015-10-15,0.1515
2015-12-15,0.1005
2016-01-15,0.074
2016-02-15,0.149
2016-03-15,0.0725
2016-05-15,0.108
2016-06-15,0.099
2016-07-15,0.123
2016-08-15,0.1535
2016-09-15,0.08
2016-10-15,0.1345
2016-12-15,0.036
2017-01-15,0.1235
2017-02-15,0.084
2017-03-15,0.13
2017-05-15,0.12
2017-06-15,0.151
2017-07-15,0.1895
2017-08-15,0.1135
2017-09-15,0.14
2017-10-15,0.11
2017-12-15,0.105
2018-01-15,0.105
2018-02-15,0.12
2018-03-15,0.105
2018-05-15,0.235
2018-06-15,0.16
2018-07-15,0.23
2018-08-15,0.175
2018-09-15,0.125
2018-10-15,0.115
2018-12-15,0.105
2020-01-15,0.125
2020-02-15,0.23
2020-03-15,0.14
2020-04-15,0.14
2020-05-15,0.07
2020-06-15,0.08
2020-07-15,0.105
2020-08-15,0.12
2020-09-15,0.085
2020-10-15,0.09
2020-11-15,0.09
2020-12-15,0.095
