Date,TN
2016-01-15,0.285
2016-02-15,0.369
2016-03-15,0.575
2016-04-15,0.476
2016-05-15,0.404
2016-06-15,0.363
2016-07-15,0.497
2016-08-15,0.363
2016-09-15,0.384
2016-10-15,0.328
2016-11-15,0.576
2016-12-15,0.404
2017-01-15,0.45
2017-02-15,0.88
2017-03-15,0.67
2017-04-15,0.56
2017-05-15,0.49
2017-06-15,0.56
2017-07-15,0.41
2017-08-15,0.38
2017-09-15,0.39
2017-10-15,1.04333
2017-11-15,0.34667
2017-12-15,0.43333
2018-01-15,0.38333
2018-02-15,0.35667
2018-03-15,0.34
2018-04-15,0.32
2018-05-15,0.02
2018-06-15,0.48
2018-07-15,0.68
2018-08-15,0.34
2018-09-15,0.36
2018-10-15,0.41
2018-11-15,0.58
2018-12-15,0.36
2019-01-15,0.47
2019-02-15,0.55
2019-03-15,0.45
2019-04-15,0.48
2019-05-15,0.35
2019-06-15,0.24
2019-07-15,0.2
2019-08-15,0.22
2019-09-15,1.51
2019-10-15,0.33
2019-11-15,0.42
2019-12-15,0.45
2020-01-15,0.36
2020-02-15,0.33
2020-03-15,0.92
2020-04-15,0.38
2020-05-15,0.42
2020-06-15,0.27
2020-07-15,0.29
2020-08-15,0.32
2020-09-15,0.38
2020-10-15,0.37
2020-11-15,0.47
2020-12-15,0.52
2021-01-15,0.51
2021-02-15,0.51
2021-03-15,0.5
2021-04-15,0.48
2021-05-15,0.32
2021-06-15,0.29
2021-07-15,0.31
2021-08-15,0.3
2021-09-15,0.41
2021-10-15,0.34
2021-11-15,0.38
2021-12-15,0.34
2022-01-15,0.32
2022-02-15,0.33
2022-03-15,0.33
2022-04-15,0.28
2022-05-15,0.26
2022-06-15,0.25
2022-07-15,0.22
2022-08-15,0.19
2022-09-15,0.13
2022-10-15,0.2
2022-11-15,0.21
2022-12-15,0.26
