Date,TP
2018-01-15,0.29
2018-02-15,0.23
2018-03-15,0.2
2018-04-15,0.19
2018-05-15,0.31
2018-06-15,0.29
2018-07-15,0.14
2018-08-15,0.18
2018-09-15,0.4
2018-10-15,0.12
2018-11-15,0.12
2018-12-15,0.11
2019-01-15,0.2
2019-02-15,0.12
2019-03-15,0.14
2019-04-15,0.11
2019-05-15,0.09
2019-06-15,0.11
2019-07-15,0.12
2019-08-15,0.15
2019-09-15,0.15
2019-10-15,0.15
2019-11-15,0.06
2019-12-15,0.06
2020-01-15,0.07
2020-02-15,0.163
2020-03-15,0.09
2020-04-15,0.06
2020-05-15,0.09
2020-06-15,0.05
2020-07-15,0.192
2020-08-15,0.15
2020-09-15,0.11
2020-10-15,0.09
2020-11-15,0.064
2020-12-15,0.04
2021-01-15,0.182
2021-02-15,0.091
2021-03-15,0.087
2021-04-15,0.071
2021-05-15,0.09
2021-06-15,0.094
2021-07-15,0.154
2021-08-15,0.155
2021-09-15,0.079
2021-10-15,0.05
2021-11-15,0.044
2021-12-15,0.057
2022-01-15,0.102
2022-02-15,0.107
2022-03-15,0.098
2022-04-15,0.091
2022-05-15,0.118
2022-06-15,0.08
2022-07-15,0.27
2022-08-15,0.08
2022-09-15,0.09
2022-10-15,0.1
2022-11-15,0.075
2022-12-15,0.09
