Date,TN
2018-01-15,1.455
2018-02-15,1.47667
2018-03-15,1.92
2018-05-15,1.49
2018-06-15,2.1
2018-07-15,1.58
2018-08-15,1.58
2018-09-15,1.99
2018-10-15,2.0
2018-11-15,1.61
2019-01-15,1.81
2019-02-15,1.9
2019-05-15,1.58
2019-06-15,1.44
2019-07-15,1.56
2019-09-15,1.09
2019-10-15,1.57
2019-11-15,1.41
2020-01-15,1.52
2020-02-15,1.67
2020-03-15,1.63
2020-04-15,1.46
2020-05-15,1.3
2020-06-15,1.78
2020-07-15,1.88
2020-08-15,1.28
2020-09-15,1.35
2020-10-15,1.48
2020-11-15,1.49
2020-12-15,1.56
2021-01-15,1.51
2021-02-15,1.5
2021-03-15,1.65
2021-04-15,1.51
2021-05-15,1.54
2021-06-15,1.68
2021-07-15,1.53
2021-08-15,1.3
2021-09-15,1.16
2021-10-15,1.09
2021-11-15,1.18
2021-12-15,1.22
2022-01-15,1.53
2022-02-15,1.57
2022-03-15,1.7
2022-04-15,1.36
2022-05-15,1.8
2022-06-15,1.64
2022-07-15,1.49
2022-08-15,1.59
2022-09-15,1.12
2022-10-15,1.19
2022-11-15,1.63
2022-12-15,1.48
