Date,TN
2016-01-15,2.28
2016-04-15,1.53
2016-05-15,2.11
2016-06-15,1.8
2016-07-15,2.54
2016-08-15,2.17
2016-09-15,2.21
2016-10-15,2.4
2016-11-15,2.21
2017-02-15,2.32
2017-04-15,2.44
2017-05-15,2.57
2017-06-15,1.96
2017-07-15,1.95
2017-08-15,2.22
2017-09-15,1.37
2017-10-15,2.07
2017-11-15,2.07
2018-05-15,2.36
2018-06-15,2.07
2018-07-15,1.79
2018-08-15,1.55
2018-09-15,1.67
2018-10-15,1.79
2019-05-15,2.33
2019-06-15,2.28
2019-07-15,1.65
2019-08-15,1.26
2019-09-15,2.45
2019-10-15,2.95
2020-01-15,2.95
2020-02-15,2.95
2020-03-15,2.95
2020-04-15,2.95
2020-05-15,2.89
2020-06-15,2.26
2020-07-15,1.9
2020-08-15,1.71
2020-09-15,3.3
2020-10-15,2.88
2020-11-15,2.97
2020-12-15,2.97
2021-04-15,2.99
2021-05-15,3.06
2021-06-15,2.32
2021-07-15,2.68
2021-08-15,2.38
2021-09-15,2.27
2021-10-15,2.28
2022-05-15,2.42
2022-07-15,2.4
2022-10-15,3.38
