Date,TN
2016-01-15,0.71
2016-02-15,0.89
2016-03-15,0.67
2016-04-15,0.95
2016-05-15,1.28
2016-06-15,0.77
2016-07-15,0.7
2016-08-15,0.66
2016-09-15,1.27
2016-10-15,0.71
2016-11-15,0.98
2016-12-15,1.33
2017-01-15,1.12
2017-02-15,0.986
2017-03-15,1.29
2017-04-15,1.4
2017-05-15,1.4
2017-06-15,1.33
2017-07-15,1.1
2017-08-15,0.972
2017-09-15,0.896
2017-11-15,1.56
2017-12-15,0.98
2018-01-15,1.52
2018-02-15,0.89
2018-03-15,0.99
2018-04-15,1.18
2018-05-15,1.1
2018-06-15,1.0
2018-07-15,0.86
2018-08-15,0.7
2018-09-15,2.24
2018-10-15,2.21
2018-11-15,1.82
2018-12-15,1.78
2019-01-15,1.88
2019-02-15,1.96
2019-03-15,1.85
2019-04-15,1.88
2019-05-15,1.78
2019-06-15,1.71
2019-07-15,1.53
2019-08-15,1.51
2019-09-15,1.31
2019-10-15,1.11
2019-11-15,1.11
2019-12-15,1.15
2020-01-15,1.22
2020-02-15,1.28
2020-03-15,1.75
2020-04-15,1.13
2020-05-15,1.16
2020-06-15,1.03
2020-07-15,0.85
2020-08-15,0.57
2020-09-15,0.56
2020-10-15,0.72
2020-11-15,0.78
2020-12-15,0.79
2021-01-15,0.81
2021-02-15,0.84
2021-03-15,0.97
2021-04-15,0.9
2021-05-15,0.92
2021-06-15,0.89
2021-07-15,0.9
2021-08-15,1.7
2021-09-15,2.06
2021-10-15,2.57
2021-11-15,2.61
2021-12-15,2.56
2022-01-15,2.57
2022-02-15,2.71
2022-03-15,2.28
2022-04-15,2.61
2022-05-15,2.6
2022-06-15,2.42
2022-07-15,2.28
2022-08-15,2.06
2022-09-15,1.79
2022-10-15,1.77
2022-11-15,1.83
2022-12-15,1.9
