Date,TN
2016-04-15,1.14
2016-05-15,1.45
2016-06-15,2.05
2016-07-15,1.32
2016-08-15,1.24
2016-09-15,1.19
2016-10-15,0.75
2016-11-15,0.8
2016-12-15,0.7
2017-01-15,0.8
2017-02-15,0.7
2017-03-15,0.73
2017-04-15,0.81
2017-05-15,0.79
2017-06-15,0.85
2017-07-15,0.81
2017-08-15,2.74
2017-09-15,2.46
2017-10-15,1.885
2017-11-15,2.305
2017-12-15,2.605
2018-01-15,3.2
2018-03-15,2.42
2018-04-15,2.82
2018-05-15,3.4
2018-06-15,3.29
2018-07-15,3.02
2018-08-15,2.6
2018-09-15,1.98
2018-10-15,1.63
2018-11-15,1.39
2018-12-15,1.42
2019-01-15,1.22
2019-02-15,2.41
2019-03-15,2.8
2019-04-15,2.7
2019-05-15,2.41
2019-06-15,2.56
2019-07-15,2.33
2019-08-15,1.47
2019-09-15,1.63
2019-10-15,0.88
2019-11-15,1.88
2019-12-15,1.76
2020-01-15,1.84
2020-02-15,1.21
2020-03-15,1.41
2020-04-15,1.81
2020-05-15,2.56
2020-06-15,2.61
2020-07-15,2.21
2020-08-15,1.78
2020-09-15,1.13
2020-10-15,1.07
2020-11-15,0.93
2020-12-15,0.83
2021-01-15,2.25
2021-02-15,2.16
2021-03-15,1.95
2021-04-15,2.31
2021-05-15,2.46
2021-06-15,2.39
2021-07-15,2.1
2021-08-15,1.5
2021-09-15,1.16
2021-10-15,0.89
2021-11-15,0.83
2021-12-15,0.8
2022-01-15,0.77
2022-02-15,0.76
2022-03-15,2.66
2022-04-15,3.07
2022-05-15,3.02
2022-06-15,2.93
2022-07-15,2.47
2022-08-15,1.78
2022-09-15,1.25
2022-10-15,0.9
2022-11-15,0.79
2022-12-15,1.94
