Date,TN
2005-01-15,3.02
2005-02-15,4.22
2005-03-15,4.83
2005-04-15,4.37
2005-05-15,3.56
2005-06-15,2.9
2005-07-15,2.75
2005-08-15,1.68
2005-09-15,1.47
2005-10-15,1.21
2005-11-15,1.77
2005-12-15,1.01
2006-01-15,2.47
2006-02-15,3.82
2006-03-15,5.47
2006-04-15,4.86
2006-05-15,4.05
2006-06-15,3.04
2006-07-15,2.74
2006-08-15,1.68
2006-09-15,1.48
2006-10-15,1.69
2006-11-15,1.07
2006-12-15,2.75
2007-01-15,2.17
2007-02-15,3.714
2007-03-15,4.07
2007-04-15,4.048
2007-05-15,3.51
2007-06-15,2.07
2007-07-15,1.3
2007-08-15,1.77
2007-09-15,0.77
2007-10-15,1.09
2007-11-15,1.13
2007-12-15,1.63
2008-01-15,1.565
2008-02-15,1.81
2008-03-15,3.1
2008-04-15,3.35
2008-05-15,2.78
2008-06-15,3.03
2008-07-15,2.07
2008-08-15,1.58
2008-09-15,1.33
2008-10-15,1.22
2008-11-15,1.57
2008-12-15,1.43
2009-01-15,1.65
2009-02-15,1.81
2009-03-15,2.805
2009-04-15,3.14
2009-05-15,3.26
2009-06-15,2.405
2009-07-15,3.23
2009-08-15,1.86
2009-09-15,1.47
2009-10-15,1.335
2009-11-15,1.405
2009-12-15,1.775
2010-01-15,3.295
2010-02-15,2.69
2010-03-15,3.31
2010-04-15,3.775
2010-05-15,3.85
2010-06-15,3.311
2010-07-15,2.225
2010-08-15,1.88
2010-09-15,1.35
2010-10-15,1.26
2010-11-15,1.42
2010-12-15,1.44
2011-01-15,1.955
2011-02-15,2.98
2011-03-15,2.725
2011-04-15,2.51
2011-05-15,2.575
2011-06-15,2.71
2011-07-15,2.35
2011-08-15,1.61
2011-09-15,1.445
2011-10-15,1.38
2011-11-15,1.29
2011-12-15,1.18
2012-01-15,1.68
2012-02-15,1.965
2012-03-15,2.36
2012-04-15,2.79
2012-05-15,2.54
2012-06-15,2.475
2012-07-15,2.39
2012-08-15,1.495
2012-09-15,1.44
2012-10-15,1.23
2012-11-15,1.27
2012-12-15,1.36
2013-01-15,1.53
2013-02-15,2.0
2013-03-15,2.83
2013-04-15,3.1
2013-05-15,3.23
2013-06-15,2.38
2013-07-15,1.88
2013-08-15,1.01
2013-09-15,1.2
2013-10-15,1.18
2013-11-15,1.135
2013-12-15,0.86
2014-01-15,1.2
2014-02-15,1.9
2014-03-15,2.52
2014-04-15,2.79
2014-05-15,2.56
2014-06-15,2.385
2014-07-15,1.8
2014-08-15,1.235
2014-09-15,1.05
2014-10-15,0.86
2014-11-15,0.82
2014-12-15,0.93
2015-01-15,1.135
2015-02-15,1.355
2015-03-15,2.08
2015-04-15,2.17
2015-05-15,2.515
2015-06-15,2.12
2015-07-15,2.13
2015-08-15,1.16
2015-09-15,0.895
2015-10-15,1.04
2015-11-15,0.71
2015-12-15,0.98
2016-01-15,1.51
2016-02-15,2.135
2016-03-15,2.09
2016-04-15,2.15
2016-05-15,2.22
2016-06-15,1.78
2016-07-15,1.29
2016-08-15,0.87
2016-09-15,0.775
2016-10-15,0.875
2016-11-15,1.335
2016-12-15,1.48
2017-01-15,1.75
2017-02-15,1.805
2017-03-15,2.245
2017-04-15,2.485
2017-05-15,1.33
2017-06-15,1.25
2017-07-15,1.015
2017-08-15,1.055
2017-09-15,1.155
2017-10-15,1.17
2017-11-15,1.14
2017-12-15,1.2
2018-01-15,0.88
2018-02-15,1.505
2018-03-15,2.36
2018-04-15,1.99
2018-05-15,1.84
2018-06-15,0.91
2018-07-15,0.56
2018-08-15,0.56
2018-09-15,0.6
2018-10-15,0.67
2018-11-15,0.63
2018-12-15,1.25
2019-01-15,0.995
2019-02-15,1.445
2019-03-15,2.035
2019-04-15,1.895
2019-05-15,1.2
2019-06-15,0.72
2019-07-15,0.845
2019-08-15,0.755
2019-09-15,0.6
2019-10-15,0.85
2019-11-15,0.585
2019-12-15,0.875
2020-01-15,1.31
2020-02-15,1.59
2020-03-15,1.65
2020-04-15,1.93
2020-05-15,1.04
2020-06-15,0.6
2020-07-15,0.7
2020-08-15,0.8
2020-09-15,0.79
2020-10-15,0.68
2020-11-15,0.74
2020-12-15,1.03
2021-01-15,1.66
2021-02-15,1.3
2021-03-15,1.34
2021-04-15,1.66
2021-05-15,1.21
2021-06-15,0.75
2021-07-15,0.66
2021-08-15,0.77
2021-09-15,0.68
2021-10-15,0.46
2021-11-15,0.96
2021-12-15,0.99
2022-01-15,0.96
2022-02-15,1.44
2022-03-15,1.57
2022-04-15,1.43
2022-05-15,1.44
2022-06-15,0.88
2022-07-15,0.79
2022-08-15,0.87
2022-09-15,1.02
2022-10-15,1.14
2022-11-15,0.86
2022-12-15,1.08
