Date,TP
2005-03-15,0.0055
2005-04-15,0.01185
2005-05-15,0.0115
2005-06-15,0.00765
2005-07-15,0.0035
2005-08-15,0.00315
2005-09-15,0.0085
2005-10-15,0.01165
2005-11-15,0.0105
2005-12-15,0.00585
2006-01-15,0.002
2006-02-15,0.002
2006-03-15,0.0035
2006-04-15,0.012
2006-05-15,0.005
2006-06-15,0.005
2006-07-15,0.005
2006-08-15,0.011
2006-09-15,0.0095
2006-10-15,0.012
2006-11-15,0.005
2006-12-15,0.005
2007-01-15,0.006
2007-02-15,0.005
2007-03-15,0.005
2007-04-15,0.008
2007-05-15,0.0095
2007-06-15,0.014
2007-07-15,0.0075
2007-08-15,0.008
2007-09-15,0.0065
2007-10-15,0.008
2007-11-15,0.0105
2007-12-15,0.005
2008-01-15,0.0125
2008-02-15,0.018
2008-03-15,0.01
2008-04-15,0.005
2008-05-15,0.0175
2008-06-15,0.021
2008-07-15,0.0215
2008-08-15,0.005
2008-09-15,0.0085
2008-10-15,0.0125
2008-11-15,0.0095
2008-12-15,0.021
2009-01-15,0.005
2009-04-15,0.0105
2009-05-15,0.02
2009-06-15,0.015
2009-07-15,0.015
2009-08-15,0.016
2009-09-15,0.0105
2009-10-15,0.0085
2009-11-15,0.01
2009-12-15,0.0125
2010-01-15,0.005
2010-02-15,0.006
2010-03-15,0.0105
2010-04-15,0.0105
2010-05-15,0.007
2010-06-15,0.006
2010-07-15,0.005
2010-08-15,0.005
2010-09-15,0.005
2010-10-15,0.005
2010-11-15,0.0065
2010-12-15,0.007
2011-01-15,0.005
2011-02-15,0.005
2011-03-15,0.005
2011-04-15,0.005
2011-05-15,0.005
2011-06-15,0.005
2011-07-15,0.005
2011-08-15,0.0095
2011-09-15,0.005
2011-10-15,0.007
2011-11-15,0.005
2011-12-15,0.005
2012-01-15,0.005
2012-02-15,0.005
2012-03-15,0.012
2012-04-15,0.029
2012-05-15,0.015
2012-06-15,0.005
2012-07-15,0.011
2012-08-15,0.01
2012-09-15,0.005
2012-10-15,0.005
2012-11-15,0.008
2012-12-15,0.005
2013-01-15,0.005
2013-02-15,0.005
2013-03-15,0.005
2013-04-15,0.01
2013-05-15,0.005
2013-06-15,0.005
2013-07-15,0.005
2013-08-15,0.008
2013-09-15,0.005
2013-10-15,0.005
2013-11-15,0.005
2013-12-15,0.005
2014-01-15,0.005
2014-02-15,0.005
2014-03-15,0.014
2014-04-15,0.0075
2014-05-15,0.0115
2014-06-15,0.011
2014-07-15,0.008
2014-10-15,0.008
2014-12-15,0.007
2015-01-15,0.007
2015-02-15,0.012
2015-03-15,0.0155
2015-04-15,0.021
2015-05-15,0.005
2015-06-15,0.02
2015-07-15,0.007
2015-08-15,0.0115
2015-10-15,0.01
2015-11-15,0.008
2015-12-15,0.008
2016-01-15,0.0155
2016-05-15,0.0095
2016-06-15,0.0105
2016-07-15,0.008
2016-08-15,0.008
2016-09-15,0.004
2016-10-15,0.004
2016-11-15,0.004
2016-12-15,0.005
2017-05-15,0.01
2017-06-15,0.01
2017-07-15,0.0115
2017-08-15,0.01
2017-09-15,0.01
2017-10-15,0.01
2017-11-15,0.005
2017-12-15,0.01
2018-01-15,0.01167
2018-02-15,0.01333
2018-03-15,0.01
2018-04-15,0.01
2018-05-15,0.01
2018-06-15,0.01
2018-07-15,0.01
2018-08-15,0.01
2018-09-15,0.005
2018-10-15,0.01
2018-11-15,0.005
2018-12-15,0.02
2019-01-15,0.01
2019-02-15,0.02
2019-03-15,0.02
2019-04-15,0.01
2019-05-15,0.02
2019-06-15,0.02
2019-07-15,0.005
2019-08-15,0.02
2019-09-15,0.005
2019-10-15,0.005
2019-11-15,0.005
2019-12-15,0.005
2020-01-15,0.005
2020-02-15,0.005
2020-03-15,0.005
2020-04-15,0.02
2020-05-15,0.03
2020-06-15,0.005
2020-07-15,0.007
2020-08-15,0.006
2020-09-15,0.007
2020-10-15,0.007
2020-11-15,0.007
2020-12-15,0.006
2021-01-15,0.005
2021-02-15,0.005
2021-03-15,0.007
2021-04-15,0.011
2021-05-15,0.01
2021-06-15,0.013
2021-07-15,0.012
2021-08-15,0.009
2021-09-15,0.007
2021-10-15,0.009
2021-11-15,0.009
2021-12-15,0.006
2022-01-15,0.006
2022-02-15,0.006
2022-03-15,0.006
2022-04-15,0.011
2022-05-15,0.009
2022-06-15,0.012
2022-07-15,0.007
2022-08-15,0.006
2022-09-15,0.005
2022-10-15,0.007
2022-11-15,0.005
2022-12-15,0.005
