Date,TN
2012-01-15,2.43
2012-02-15,0.748
2012-03-15,0.811
2012-04-15,0.65
2012-05-15,0.953
2012-06-15,0.576
2012-07-15,0.93
2012-08-15,0.684
2012-09-15,0.9
2012-10-15,0.935
2012-11-15,0.976
2012-12-15,0.988
2013-01-15,0.859
2013-02-15,0.941
2013-03-15,0.706
2013-04-15,0.412
2013-05-15,0.982
2013-06-15,0.512
2013-07-15,0.935
2013-08-15,0.782
2013-09-15,0.512
2013-10-15,0.512
2013-11-15,0.624
2013-12-15,1.12
2014-01-15,0.906
2014-02-15,1.49
2014-03-15,0.488
2014-04-15,0.635
2014-05-15,0.565
2014-06-15,0.841
2014-07-15,0.782
2014-08-15,0.598
2014-09-15,0.871
2014-10-15,0.804
2014-11-15,0.758
2014-12-15,0.754
2015-01-15,0.765
2015-02-15,0.547
2015-03-15,0.941
2015-04-15,0.872
2015-05-15,0.854
2015-06-15,0.814
2015-07-15,0.984
2015-08-15,0.633
2015-09-15,0.566
2015-10-15,0.923
2015-11-15,0.973
2015-12-15,1.3
2016-01-15,0.914
2016-02-15,0.958
2016-03-15,0.955
2016-04-15,0.785
2016-05-15,0.838
2016-06-15,0.966
2016-07-15,0.643
2016-08-15,0.532
2016-09-15,0.593
2016-10-15,0.908
2016-11-15,0.904
2016-12-15,0.893
2017-01-15,1.25
2017-02-15,0.938
2017-03-15,0.965
2017-04-15,0.75
2017-05-15,0.26
2017-06-15,0.71
2017-07-15,0.69
2017-08-15,0.84
2017-09-15,0.88
2017-10-15,0.9
2017-11-15,0.69
2017-12-15,0.57
2018-01-15,0.6
2018-02-15,0.775
2018-03-15,1.38
2018-04-15,2.54
2018-05-15,1.67
2018-06-15,1.14
2018-07-15,0.58
2018-08-15,0.53
2018-09-15,0.92
2018-10-15,0.77
2018-11-15,0.72
2018-12-15,0.35
2019-01-15,0.74
2019-02-15,0.81
2019-03-15,1.17
2019-04-15,1.18
2019-05-15,0.62
2019-06-15,0.33
2019-07-15,0.41
2019-08-15,0.57
2019-09-15,0.54
2019-10-15,0.62
2019-11-15,0.47
2019-12-15,0.74
2020-01-15,0.42
2020-02-15,0.39
2020-03-15,1.05
2020-04-15,1.32
2020-05-15,0.65
2020-06-15,1.04
2020-07-15,1.0
2020-08-15,0.59
2020-09-15,0.36
2020-10-15,0.35
2020-11-15,0.35
2020-12-15,0.9
2021-01-15,1.52
2021-02-15,1.66
2021-03-15,1.77
2021-04-15,1.77
2021-05-15,1.0
2021-06-15,0.58
2021-07-15,1.3
2021-08-15,1.3
2021-09-15,0.87
2021-10-15,0.84
2021-11-15,1.04
2021-12-15,1.15
2022-01-15,1.28
2022-02-15,1.36
2022-03-15,1.44
2022-04-15,2.13
2022-05-15,1.53
2022-06-15,0.92
2022-07-15,0.69
2022-08-15,0.67
2022-09-15,0.84
2022-10-15,0.97
2022-11-15,0.77
2022-12-15,0.72
