Date,TP
2012-01-15,0.04
2012-02-15,0.045
2012-03-15,0.05
2012-04-15,0.055
2012-05-15,0.065
2012-06-15,0.115
2012-07-15,0.055
2012-08-15,0.065
2012-09-15,0.065
2012-10-15,0.05
2012-11-15,0.05
2012-12-15,0.05
2013-01-15,0.045
2013-02-15,0.055
2013-03-15,0.05
2013-04-15,0.055
2013-05-15,0.055
2013-06-15,0.045
2013-07-15,0.06
2013-08-15,0.06
2013-09-15,0.06
2013-10-15,0.07
2013-11-15,0.06
2013-12-15,0.06
2014-01-15,0.045
2014-02-15,0.07
2014-03-15,0.045
2014-04-15,0.08
2014-05-15,0.06
2014-06-15,0.125
2014-07-15,0.045
2014-08-15,0.06
2014-09-15,0.04
2014-10-15,0.065
2014-11-15,0.045
2014-12-15,0.07
2015-01-15,0.055
2015-02-15,0.075
2015-03-15,0.055
2015-04-15,0.045
2015-05-15,0.04
2015-06-15,0.05
2015-07-15,0.04
2015-08-15,0.06
2015-09-15,0.045
2015-10-15,0.05
2015-11-15,0.045
2015-12-15,0.035
2016-01-15,0.025
2016-02-15,0.02
2016-03-15,0.02
2016-04-15,0.02
2016-05-15,0.025
2016-06-15,0.02
2016-07-15,0.02
2016-08-15,0.02
2016-09-15,0.02
2016-10-15,0.02
2016-11-15,0.02
2016-12-15,0.025
2017-01-15,0.02
2017-02-15,0.02
2017-03-15,0.04
2017-04-15,0.03
2017-05-15,0.04
2017-06-15,0.02
2017-07-15,0.02
2017-08-15,0.02
2017-09-15,0.02
2017-11-15,0.19
2017-12-15,0.16
2018-01-15,0.14
2018-02-15,0.14
2018-03-15,0.07
2018-04-15,0.07
2018-06-15,0.08
2018-07-15,0.09
2018-08-15,0.12
2018-09-15,0.11
2018-10-15,0.13
2018-11-15,0.1
2018-12-15,0.14
2019-01-15,0.06
2019-02-15,0.065
2019-03-15,0.08
2019-04-15,0.075
2019-05-15,0.055
2019-06-15,0.085
2019-07-15,0.21
2019-08-15,0.17
2019-09-15,0.09
2019-10-15,0.17
2019-11-15,0.11
2019-12-15,0.11
2020-01-15,0.05
2020-02-15,0.1
2020-03-15,0.02
2020-04-15,0.06
2020-05-15,0.08
2020-06-15,0.14
2020-07-15,0.11
2020-08-15,0.12
2020-09-15,0.11
2020-10-15,0.14
2020-11-15,0.08
2020-12-15,0.058
2021-01-15,0.059
2021-02-15,0.06
2021-03-15,0.062
2021-04-15,0.043
2021-05-15,0.062
2021-06-15,0.053
2021-07-15,0.085
2021-08-15,0.113
2021-09-15,0.069
2021-10-15,0.067
2021-11-15,0.032
2021-12-15,0.032
2022-01-15,0.054
2022-02-15,0.046
2022-03-15,0.048
2022-04-15,0.035
2022-05-15,0.067
2022-06-15,0.13
2022-07-15,0.14
2022-08-15,0.111
2022-09-15,0.108
2022-10-15,0.096
2022-11-15,0.077
2022-12-15,0.057
