Date,TN
2015-01-15,0.657
2015-02-15,0.89
2015-03-15,1.52
2015-04-15,0.822
2015-05-15,0.638
2015-06-15,0.689
2015-07-15,0.849
2015-08-15,1.12
2015-09-15,0.457
2015-10-15,0.678
2015-11-15,0.889
2015-12-15,0.656
2016-01-15,0.969
2016-02-15,1.18
2016-03-15,0.776
2016-04-15,0.49
2016-05-15,0.776
2016-06-15,0.592
2016-07-15,0.78
2016-08-15,0.55
2016-09-15,1.01
2016-10-15,0.98
2016-11-15,1.19
2016-12-15,1.44
2017-01-15,0.97
2017-02-15,1.2
2017-03-15,1.31
2017-04-15,1.0
2017-05-15,0.35
2017-06-15,0.76
2017-07-15,1.29
2017-08-15,0.64
2017-09-15,0.95
2017-10-15,0.68
2017-11-15,0.75
2017-12-15,0.75
2018-01-15,1.22
2018-02-15,2.98
2018-03-15,2.63
2018-04-15,0.7
2018-05-15,0.98
2018-06-15,1.09
2018-07-15,0.92
2018-08-15,1.67
2018-09-15,0.62
2018-10-15,0.86
2018-11-15,0.85
2018-12-15,0.65
2019-01-15,1.24
2019-02-15,1.23
2019-03-15,1.88
2019-04-15,0.47
2019-05-15,0.4
2019-06-15,0.75
2019-07-15,0.84
2019-08-15,2.3
2019-09-15,0.64
2019-10-15,0.73
2019-11-15,0.88
2019-12-15,0.82
2020-01-15,0.88
2020-02-15,0.79
2020-03-15,0.94
2020-04-15,0.51
2020-05-15,0.91
2020-06-15,0.8
2020-07-15,1.09
2020-08-15,0.56
2020-09-15,0.34
2020-10-15,0.32
2020-11-15,0.3
2020-12-15,1.11
2021-01-15,1.08
2021-02-15,0.88
2021-03-15,0.82
2021-04-15,1.15
2021-05-15,1.12
2021-06-15,0.72
2021-07-15,0.55
2021-08-15,0.5
2021-09-15,0.55
2021-10-15,0.53
2021-11-15,0.73
2021-12-15,0.87
2022-01-15,0.89
2022-02-15,0.94
2022-03-15,0.93
2022-04-15,0.82
2022-05-15,0.85
2022-06-15,0.52
2022-07-15,0.63
2022-08-15,0.68
2022-09-15,1.05
2022-10-15,1.12
2022-11-15,1.06
2022-12-15,1.27
