Date,TN
2016-01-15,3.94
2016-02-15,3.77
2016-03-15,3.66
2016-04-15,3.94
2016-05-15,4.67
2016-06-15,4.49
2016-07-15,3.61
2016-08-15,3.12
2016-09-15,3.37
2016-10-15,3.3
2016-11-15,3.17
2016-12-15,3.57
2017-01-15,3.64
2017-02-15,3.66
2017-03-15,4.41
2017-04-15,4.4
2017-05-15,4.75
2017-06-15,4.16
2017-07-15,3.38
2017-08-15,2.1
2017-09-15,2.42
2017-10-15,4.45
2017-11-15,3.94667
2017-12-15,3.7
2018-01-15,3.84667
2018-02-15,4.14
2018-03-15,4.53
2018-04-15,4.53
2018-05-15,3.75
2018-06-15,2.97
2018-07-15,3.77
2018-09-15,2.8
2018-10-15,2.45
2018-11-15,1.95
2018-12-15,4.62
2019-01-15,2.75
2019-02-15,4.32
2019-03-15,4.69
2019-04-15,3.89
2019-05-15,3.26
2019-06-15,2.71
2019-09-15,2.22
2019-10-15,2.13
2019-11-15,2.88
2019-12-15,2.36
2020-01-15,3.43
2020-02-15,4.27
2020-03-15,3.04
2020-04-15,3.44
2020-05-15,2.06
2020-06-15,2.86
2020-07-15,2.86
2020-08-15,2.86
2020-09-15,4.5
2020-10-15,3.11
2020-11-15,2.83
2020-12-15,2.88
2021-01-15,3.41
2021-02-15,3.48
2021-03-15,3.35
2021-04-15,3.44
2021-05-15,3.13
2021-06-15,2.73
2021-07-15,1.31
2021-09-15,2.97
2021-10-15,3.29
2021-11-15,3.94
2021-12-15,4.04
2022-01-15,4.03
2022-02-15,4.37
2022-03-15,4.52
2022-04-15,4.26
2022-05-15,3.17
2022-06-15,3.14
2022-09-15,3.64
2022-10-15,3.77
2022-11-15,3.0
2022-12-15,4.16
