Date,TP
2012-06-15,0.008
2012-07-15,0.005
2012-08-15,0.033
2012-09-15,0.026
2012-10-15,0.044
2012-11-15,0.04
2013-06-15,0.028
2013-07-15,0.038
2013-08-15,0.023
2013-09-15,0.037
2013-10-15,0.033
2013-11-15,0.0405
2013-12-15,0.042
2014-06-15,0.036
2014-07-15,0.049
2014-08-15,0.037
2014-09-15,0.035
2014-10-15,0.0285
2014-11-15,0.029
2015-05-15,0.037
2015-06-15,0.034
2015-07-15,0.032
2015-08-15,0.032
2015-09-15,0.033
2015-10-15,0.031
2015-11-15,0.027
2015-12-15,0.028
2016-04-15,0.026
2016-05-15,0.022
2016-06-15,0.04
2016-07-15,0.027
2016-08-15,0.02
2016-09-15,0.012
2016-10-15,0.024
2016-11-15,0.0165
2017-04-15,0.06
2017-05-15,0.04
2017-06-15,0.05
2017-07-15,0.03
2017-08-15,0.03
2017-09-15,0.04
2017-10-15,0.03
2017-11-15,0.02
2017-12-15,0.03
