Date,TN
2018-01-15,1.99
2018-02-15,2.08
2018-03-15,2.66
2018-04-15,1.72
2018-05-15,1.96
2018-06-15,1.06
2018-07-15,0.79
2018-08-15,0.49
2018-09-15,0.6
2018-10-15,0.66
2018-11-15,0.92
2018-12-15,1.77
2019-01-15,1.76
2019-02-15,1.88
2019-03-15,1.84
2019-04-15,1.4
2019-05-15,0.72
2019-06-15,1.17
2019-07-15,1.38
2019-08-15,0.52
2019-09-15,0.29
2019-10-15,0.74
2019-11-15,1.45
2019-12-15,1.26
2020-01-15,2.08
2020-02-15,1.4
2020-03-15,1.69
2020-04-15,1.4
2020-05-15,1.07
2020-06-15,1.19
2020-07-15,1.08
2020-08-15,0.7
2020-09-15,1.19
2020-10-15,1.23
2020-11-15,1.05
2020-12-15,1.69
2021-01-15,1.65
2021-02-15,1.68
2021-03-15,1.65
2021-04-15,1.42
2021-05-15,1.22
2021-06-15,0.85
2021-07-15,1.08
2021-08-15,0.8
2021-09-15,0.65
2021-10-15,0.71
2021-11-15,1.2
2021-12-15,1.53
2022-01-15,1.67
2022-02-15,2.03
2022-03-15,1.48
2022-04-15,1.38
2022-05-15,1.17
2022-06-15,1.2
2022-07-15,0.93
2022-08-15,0.55
2022-09-15,0.61
2022-10-15,0.71
2022-11-15,0.87
2022-12-15,1.9
