Date,TN
2016-01-15,0.923
2016-02-15,0.517
2016-03-15,0.928
2016-04-15,0.9515
2016-05-15,0.38
2016-06-15,0.456
2016-08-15,0.521
2016-09-15,0.405
2016-10-15,0.415
2016-11-15,0.55
2016-12-15,0.82
2017-01-15,1.19
2017-02-15,1.63
2017-03-15,1.49
2017-04-15,0.93
2017-05-15,0.78
2017-06-15,0.505
2017-07-15,0.43
2017-08-15,0.395
2017-09-15,0.6
2017-10-15,0.845
2017-11-15,0.37
2017-12-15,0.35
2018-01-15,0.72
2018-02-15,1.775
2018-03-15,1.44
2018-04-15,0.645
2018-05-15,0.97
2018-06-15,0.39
2018-07-15,0.64
2018-08-15,0.36
2018-09-15,0.97
2018-10-15,0.89
2018-11-15,0.905
2018-12-15,0.675
2019-01-15,0.815
2019-02-15,1.805
2019-03-15,1.29
2019-04-15,0.96
2019-05-15,0.43
2019-06-15,0.675
2019-07-15,0.645
2019-08-15,0.785
2019-09-15,0.36
2019-10-15,0.31
2019-11-15,0.435
2019-12-15,0.365
2020-01-15,0.615
2020-02-15,0.525
2020-03-15,0.55
2020-04-15,0.895
2020-05-15,0.715
2020-06-15,0.275
2020-07-15,0.37
2020-08-15,0.32
2020-09-15,0.325
2020-10-15,0.39
2020-11-15,0.405
2020-12-15,0.365
2021-01-15,1.65
2021-02-15,1.71
2021-03-15,1.59
2021-04-15,1.64
2021-05-15,0.97
2021-06-15,0.54
2021-07-15,0.38
2021-08-15,0.35
2021-09-15,0.29
2021-10-15,0.565
2021-11-15,0.85
2021-12-15,0.985
2022-01-15,1.165
2022-02-15,1.555
2022-03-15,1.175
2022-04-15,0.94
2022-05-15,0.775
2022-06-15,0.38
2022-07-15,0.33
2022-08-15,0.43
2022-09-15,0.495
2022-10-15,0.545
2022-11-15,0.495
2022-12-15,0.34
