Date,TN
2016-01-15,2.16
2016-02-15,1.01
2016-03-15,1.27
2016-04-15,1.82
2016-05-15,1.79
2016-06-15,2.17
2016-07-15,2.82
2016-08-15,1.36
2016-09-15,1.65
2016-10-15,2.66
2016-11-15,2.25
2016-12-15,2.28
2017-01-15,1.74
2017-02-15,2.57
2017-03-15,2.63
2017-04-15,1.38
2017-05-15,1.85
2017-06-15,2.17
2017-07-15,1.72
2017-08-15,2.37
2017-09-15,2.69
2017-10-15,2.51667
2017-11-15,2.52667
2017-12-15,2.64
2018-01-15,2.39
2018-02-15,2.49667
2018-03-15,1.5
2018-04-15,1.82
2018-05-15,2.21
2018-06-15,1.96
2018-07-15,2.0
2018-08-15,2.14
2018-09-15,1.89
2018-10-15,1.93
2018-11-15,2.2
2018-12-15,2.16
2019-01-15,1.36
2019-02-15,2.15
2019-03-15,0.81
2019-04-15,1.98
2019-05-15,2.01
2019-06-15,1.98
2019-07-15,1.74
2019-08-15,1.74
2019-09-15,1.72
2019-10-15,1.88
2019-11-15,2.18
2019-12-15,2.28
2020-01-15,2.36
2020-02-15,2.23
2020-03-15,2.28
2020-04-15,2.41
2020-05-15,2.33
2020-06-15,2.12
2020-07-15,2.4
2020-08-15,2.31
2020-09-15,2.33
2020-10-15,2.38
2020-11-15,2.29
2020-12-15,2.24
2021-01-15,2.24
2021-02-15,2.24
2021-03-15,2.26
2021-04-15,2.2
2021-05-15,2.15
2021-06-15,2.01
2021-07-15,1.8
2021-08-15,1.8
2021-09-15,1.94
2021-10-15,2.08
2021-11-15,2.27
2021-12-15,2.22
2022-01-15,2.15
2022-02-15,2.03
2022-03-15,2.12
2022-04-15,2.23
2022-05-15,2.14
2022-06-15,1.92
2022-07-15,1.71
2022-08-15,1.67
2022-09-15,1.74
2022-10-15,1.89
2022-11-15,2.1
2022-12-15,2.04
