Date,TP
2008-01-15,0.018
2008-02-15,0.054
2008-05-15,0.063
2008-06-15,0.014
2008-07-15,0.02
2008-08-15,0.014
2008-09-15,0.025
2008-10-15,0.024
2009-01-15,0.017
2009-02-15,0.07
2009-05-15,0.096
2009-06-15,0.028
2009-07-15,0.023
2009-08-15,0.027
2009-09-15,0.018
2009-10-15,0.015
2010-01-15,0.027
2010-02-15,0.053
2010-05-15,0.061
2010-06-15,0.042
2010-07-15,0.044
2010-08-15,0.051
2010-09-15,0.053
2010-10-15,0.052
2011-01-15,0.084
2011-02-15,0.061
2011-05-15,0.056
2011-06-15,0.06
2011-07-15,0.076
2011-08-15,0.061
2011-09-15,0.076
2011-10-15,0.077
2012-01-15,0.084
2012-02-15,0.08
2012-05-15,0.05
2012-06-15,0.044
2012-07-15,0.018
2012-08-15,0.064
2012-09-15,0.021
2012-10-15,0.0325
2013-01-15,0.0485
2013-02-15,0.034
2013-05-15,0.052
2013-06-15,0.037
2013-07-15,0.016
2013-08-15,0.072
2013-09-15,0.0905
2013-10-15,0.077
2014-01-15,0.0575
2014-02-15,0.063
2014-05-15,0.06
2014-06-15,0.0565
2014-07-15,0.058
2014-08-15,0.0605
2014-09-15,0.067
2014-10-15,0.059
2015-01-15,0.028
2015-02-15,0.029
2015-05-15,0.025
2015-06-15,0.0585
2015-07-15,0.0065
2015-08-15,0.0255
2015-09-15,0.0305
2015-10-15,0.042
2016-01-15,0.00155
2016-02-15,0.035
2016-05-15,0.019
2016-06-15,0.024
2016-07-15,0.0265
2016-08-15,0.0405
2016-09-15,0.047
2016-10-15,0.04
2017-01-15,0.04
2017-02-15,0.03
2017-05-15,0.04
2017-06-15,0.055
2017-07-15,0.05
2017-08-15,0.055
2017-09-15,0.06
2017-11-15,0.075
2017-12-15,0.11
2018-01-15,0.11
2018-02-15,0.1125
2018-03-15,0.12
2018-04-15,0.11
2018-05-15,0.095
2018-06-15,0.07
2018-07-15,0.065
2018-08-15,0.04
2018-09-15,0.085
2018-10-15,0.125
2018-11-15,0.095
2018-12-15,0.085
2019-01-15,0.07
2019-02-15,0.065
2019-03-15,0.05
2019-04-15,0.03
2019-05-15,0.035
2019-06-15,0.04
2019-07-15,0.035
2019-08-15,0.06
2019-09-15,0.055
2019-10-15,0.05
2019-11-15,0.055
2019-12-15,0.05
2020-01-15,0.045
2020-02-15,0.03
2020-03-15,0.03
2020-04-15,0.03
2020-05-15,0.035
2020-06-15,0.035
2020-07-15,0.04
2020-08-15,0.033
2020-09-15,0.0895
2020-10-15,0.099
2020-11-15,0.063
2020-12-15,0.039
2021-01-15,0.043
2021-02-15,0.1775
2021-03-15,0.065
2021-04-15,0.049
2021-05-15,0.0485
2021-06-15,0.035
2021-07-15,0.0235
2021-08-15,0.034
2021-09-15,0.0395
2021-10-15,0.04
2021-11-15,0.034
2021-12-15,0.0395
2022-01-15,0.046
2022-02-15,0.045
2022-03-15,0.038
2022-04-15,0.034
2022-05-15,0.0255
2022-06-15,0.021
2022-07-15,0.029
2022-08-15,0.0335
2022-09-15,0.0305
2022-10-15,0.0465
2022-11-15,0.0455
2022-12-15,0.045
