Date,TP
2005-03-15,0.048
2005-04-15,0.064
2005-05-15,0.094
2005-06-15,0.1
2005-07-15,0.096
2005-08-15,0.062
2005-09-15,0.137
2005-10-15,0.082
2005-11-15,0.072
2005-12-15,0.07
2006-01-15,0.04
2006-02-15,0.034
2006-04-15,0.042
2006-05-15,0.054
2006-06-15,0.061
2006-07-15,0.06
2006-08-15,0.116
2006-09-15,0.147
2006-10-15,0.104
2006-11-15,0.094
2006-12-15,0.113
2007-01-15,0.038
2007-02-15,0.041
2007-03-15,0.062
2007-04-15,0.054
2007-05-15,0.082
2007-06-15,0.072
2007-07-15,0.104
2007-08-15,0.093
2007-09-15,0.081
2007-10-15,0.087
2007-11-15,0.058
2007-12-15,0.067
2008-01-15,0.032
2008-02-15,0.024
2008-03-15,0.048
2008-04-15,0.031
2008-05-15,0.038
2008-06-15,0.05
2008-07-15,0.049
2008-08-15,0.063
2008-09-15,0.066
2008-10-15,0.076
2008-11-15,0.065
2008-12-15,0.049
2009-01-15,0.027
2009-02-15,0.024
2009-03-15,0.015
2009-04-15,0.039
2009-05-15,0.054
2009-06-15,0.063
2009-07-15,0.07
2009-08-15,0.05
2009-09-15,0.045
2009-10-15,0.048
2009-11-15,0.049
2009-12-15,0.027
2010-01-15,0.023
2010-02-15,0.035
2010-03-15,0.042
2010-04-15,0.024
2010-05-15,0.026
2010-06-15,0.028
2010-07-15,0.046
2010-08-15,0.084
2010-09-15,0.037
2010-10-15,0.055
2010-11-15,0.062
2010-12-15,0.047
2011-01-15,0.016
2011-02-15,0.022
2011-03-15,0.043
2011-04-15,0.019
2011-05-15,0.021
2011-06-15,0.037
2011-07-15,0.033
2011-08-15,0.063
2011-09-15,0.061
2011-10-15,0.08
2011-11-15,0.055
2011-12-15,0.054
2012-01-15,0.022
2012-02-15,0.023
2012-03-15,0.024
2012-04-15,0.023
2012-05-15,0.051
2012-06-15,0.055
2016-01-15,0.02
2016-02-15,0.022
2016-03-15,0.042
2016-04-15,0.02
2016-05-15,0.05
2016-06-15,0.043
2016-07-15,0.045
2016-08-15,0.089
2016-09-15,0.062
2016-10-15,0.041
2016-11-15,0.026
2016-12-15,0.022
2017-01-15,0.014
2017-02-15,0.014
2017-03-15,0.04
2017-04-15,0.04
2017-05-15,0.04
2017-06-15,0.05
2017-07-15,0.04
2017-08-15,0.07
2017-09-15,0.05
2017-10-15,0.05
2017-11-15,0.04
2017-12-15,0.03
2018-01-15,0.02
2018-02-15,0.01
2018-03-15,0.03
2018-04-15,0.03
2018-05-15,0.02
2018-06-15,0.03
2018-07-15,0.03
2018-08-15,0.06
2018-09-15,0.06
2018-10-15,0.06
2018-11-15,0.04
2018-12-15,0.02
2019-01-15,0.02
2019-02-15,0.01
2019-03-15,0.02
2019-04-15,0.03
2019-05-15,0.03
2019-06-15,0.04
2019-07-15,0.05
2019-08-15,0.07
2019-09-15,0.05
2019-10-15,0.05
2019-11-15,0.06
2019-12-15,0.03
2020-01-15,0.03
2020-02-15,0.005
2020-03-15,0.02
2020-04-15,0.03
2020-05-15,0.03
2020-06-15,0.04
2020-07-15,0.04
2020-08-15,0.06
2020-09-15,0.06
2020-10-15,0.03
2020-11-15,0.03
2020-12-15,0.02
2021-01-15,0.02
2021-02-15,0.02
2021-03-15,0.11
2021-04-15,0.01
2021-05-15,0.04
2021-06-15,0.04
2021-07-15,0.05
2021-08-15,0.055
2021-09-15,0.07
2021-10-15,0.02
2021-11-15,0.04
2021-12-15,0.03
2022-01-15,0.04
2022-02-15,0.02
2022-03-15,0.03
2022-04-15,0.04
2022-05-15,0.03
2022-06-15,0.04
2022-07-15,0.04
2022-08-15,0.06
2022-09-15,0.05
2022-10-15,0.01
2022-11-15,0.04
2022-12-15,0.02
