Date,TN
2016-01-15,0.7
2016-02-15,0.421
2016-03-15,0.15
2016-04-15,0.2
2016-05-15,0.16
2016-06-15,0.31
2016-07-15,0.29
2016-08-15,0.22
2016-09-15,0.34
2016-10-15,0.23
2016-11-15,0.33
2016-12-15,0.18
2017-01-15,0.28
2017-02-15,0.37
2017-03-15,0.21
2017-04-15,0.38
2017-05-15,0.27
2017-06-15,0.49
2017-07-15,0.18
2017-08-15,0.16
2017-09-15,0.18
2017-10-15,0.26
2017-11-15,0.13
2017-12-15,0.22
2018-01-15,0.51333
2018-02-15,0.33667
2018-03-15,0.43
2018-04-15,0.46
2018-05-15,0.38
2018-06-15,0.34
2018-07-15,0.38
2018-08-15,0.43
2018-09-15,0.24
2018-10-15,0.43
2018-11-15,0.19
2018-12-15,0.16
2019-01-15,0.25
2019-02-15,0.24
2019-03-15,0.18
2019-04-15,0.3
2019-05-15,0.15
2019-06-15,0.37
2019-07-15,0.17
2019-08-15,0.26
2019-09-15,0.13
2019-10-15,0.31
2019-11-15,0.19
2019-12-15,0.29
2020-01-15,0.29
2020-02-15,0.88
2020-03-15,0.29
2020-04-15,0.17
2020-05-15,0.27
2020-06-15,0.13
2020-07-15,0.13
2020-08-15,0.36
2020-09-15,0.3
2020-10-15,0.38
2020-11-15,0.49
2020-12-15,0.75
2021-01-15,0.685
2021-02-15,0.575
2021-03-15,0.55
2021-04-15,0.47
2021-05-15,0.385
2021-06-15,0.32
2021-07-15,0.3
2021-08-15,0.195
2021-09-15,0.145
2021-10-15,0.38
2021-11-15,0.36
2021-12-15,0.345
2022-01-15,0.485
2022-02-15,0.48
2022-03-15,0.44
2022-04-15,0.305
2022-05-15,0.27
2022-06-15,0.21
2022-07-15,0.21
2022-08-15,0.13
2022-09-15,0.11
2022-10-15,0.155
2022-11-15,0.27
2022-12-15,0.26
