Date,TP
2016-01-15,0.0585
2016-02-15,0.0522
2016-03-15,0.076
2016-04-15,0.0735
2016-05-15,0.0145
2016-06-15,0.027
2016-08-15,0.035
2016-09-15,0.025
2016-10-15,0.03
2016-11-15,0.05
2016-12-15,0.075
2017-01-15,0.055
2017-02-15,0.055
2017-03-15,0.045
2017-04-15,0.04
2017-05-15,0.04
2017-06-15,0.03
2017-07-15,0.03
2017-08-15,0.03
2017-09-15,0.03
2017-10-15,0.055
2017-11-15,0.08
2018-01-15,0.12
2018-02-15,0.16
2018-03-15,0.165
2018-04-15,0.035
2018-05-15,0.09
2018-06-15,0.03
2018-07-15,0.035
2018-08-15,0.01
2018-09-15,0.015
2018-10-15,0.025
2018-11-15,0.03
2018-12-15,0.045
2019-01-15,0.05
2019-02-15,0.025
2019-03-15,0.244
2019-04-15,0.04
2019-05-15,0.06
2019-06-15,0.03
2019-07-15,0.025
2019-08-15,0.02
2019-09-15,0.025
2019-10-15,0.02
2019-11-15,0.0325
2019-12-15,0.035
2020-01-15,0.04
2020-02-15,0.0375
2020-03-15,0.075
2020-04-15,0.065
2020-05-15,0.045
2020-06-15,0.05
2020-07-15,0.02
2020-08-15,0.017
2020-09-15,0.02
2020-10-15,0.025
2020-11-15,0.025
2020-12-15,0.031
2021-01-15,0.103
2021-02-15,0.0565
2021-03-15,0.08
2021-04-15,0.04
2021-05-15,0.022
2021-06-15,0.0145
2021-07-15,0.015
2021-08-15,0.0135
2021-09-15,0.0135
2021-10-15,0.0215
2021-11-15,0.025
2021-12-15,0.0265
2022-01-15,0.0425
2022-02-15,0.08
2022-03-15,0.045
2022-04-15,0.043
2022-05-15,0.0245
2022-06-15,0.028
2022-07-15,0.0245
2022-08-15,0.028
2022-09-15,0.032
2022-10-15,0.0205
2022-11-15,0.0335
2022-12-15,0.057
