Date,TN
2016-01-15,2.61
2016-02-15,3.25
2016-03-15,2.69
2016-04-15,2.83
2016-05-15,2.54
2016-06-15,1.49
2016-07-15,0.438
2016-08-15,0.95
2016-09-15,0.79
2016-10-15,5.84
2016-11-15,4.96
2016-12-15,4.64
2017-01-15,4.25
2017-02-15,4.36
2017-03-15,4.66
2017-04-15,4.48
2017-05-15,4.46
2017-06-15,3.42
2017-07-15,2.84
2017-08-15,4.42
2017-09-15,6.13
2017-11-15,4.31333
2017-12-15,6.51667
2018-01-15,4.83167
2018-02-15,5.61
2018-03-15,5.28
2018-04-15,4.72
2018-05-15,4.25
2018-06-15,3.49
2018-07-15,2.55
2018-08-15,2.36
2018-09-15,4.81
2018-10-15,5.4
2018-11-15,5.05
2018-12-15,4.16
2019-01-15,3.56
2019-02-15,4.13
2019-03-15,2.98
2019-04-15,3.91
2019-05-15,3.0
2019-06-15,1.93
2019-07-15,0.84
2019-08-15,0.68
2019-09-15,7.18
2019-10-15,7.94
2019-11-15,7.14
2019-12-15,6.9
2020-01-15,5.29
2020-02-15,5.24
2020-03-15,5.05
2020-04-15,4.9
2020-05-15,4.35
2020-06-15,3.62
2020-07-15,2.39
2020-08-15,4.61
2020-09-15,7.01
2020-10-15,6.47
2020-11-15,6.19
2020-12-15,6.55
2021-01-15,6.82
2021-02-15,6.92
2021-03-15,6.84
2021-04-15,6.98
2021-05-15,7.13
2021-06-15,6.18
2021-07-15,5.46
2021-08-15,5.6
2021-09-15,7.2
2021-10-15,7.74
2021-11-15,7.96
2021-12-15,8.48
2022-01-15,7.95
2022-02-15,7.81
2022-03-15,7.35
2022-04-15,7.43
2022-05-15,7.31
2022-06-15,6.48
2022-07-15,6.44
2022-08-15,8.17
2022-09-15,7.78
2022-10-15,6.51
2022-11-15,5.71
2022-12-15,4.97
