Date,TP
2005-01-15,0.196
2005-02-15,0.1425
2005-03-15,0.113
2005-04-15,0.2405
2005-05-15,0.2955
2005-06-15,0.334
2005-07-15,0.094
2005-08-15,0.16
2005-09-15,0.14
2005-10-15,0.153
2005-11-15,0.1735
2005-12-15,0.1975
2006-01-15,0.1905
2006-02-15,0.0985
2006-03-15,0.0535
2006-04-15,0.1135
2006-05-15,0.188
2006-06-15,0.1895
2006-07-15,0.1485
2006-08-15,0.1435
2006-09-15,0.1855
2006-10-15,0.1325
2006-11-15,0.132
2006-12-15,0.1265
2007-01-15,0.1235
2007-02-15,0.104
2007-03-15,0.1195
2007-04-15,0.11
2007-05-15,0.145
2007-06-15,0.244
2007-07-15,0.1315
2007-08-15,0.2395
2007-09-15,0.224
2007-10-15,0.1745
2007-11-15,0.0895
2007-12-15,0.114
2008-01-15,0.0905
2008-02-15,0.098
2008-03-15,0.055
2008-04-15,0.139
2008-05-15,0.123
2008-06-15,0.164
2008-07-15,0.1575
2008-08-15,0.169
2008-09-15,0.214
2008-10-15,0.152
2008-11-15,0.1145
2008-12-15,0.107
2009-01-15,0.113
2009-02-15,0.0895
2009-03-15,0.079
2009-04-15,0.08
2009-05-15,0.074
2009-06-15,0.078
2009-07-15,0.1115
2009-08-15,0.1065
2009-09-15,0.105
2009-10-15,0.0855
2009-11-15,0.081
2009-12-15,0.0625
2010-01-15,0.061
2010-02-15,0.0605
2010-03-15,0.0775
2010-04-15,0.0775
2010-05-15,0.0505
2010-06-15,0.0995
2010-07-15,0.104
2010-08-15,0.1235
2010-09-15,0.1165
2010-10-15,0.1295
2010-11-15,0.079
2010-12-15,0.0965
2011-01-15,0.1245
2011-02-15,0.101
2011-03-15,0.072
2011-04-15,0.1095
2011-05-15,0.1265
2011-06-15,0.1075
2011-07-15,0.1215
2011-08-15,0.1115
2011-09-15,0.173
2011-10-15,0.091
2011-11-15,0.0845
2011-12-15,0.093
2012-01-15,0.066
2012-02-15,0.081
2012-03-15,0.062
2012-04-15,0.0715
2012-05-15,0.106
2012-06-15,0.0885
2012-07-15,0.113
2012-08-15,0.0865
2012-09-15,0.086
2012-10-15,0.0925
2012-11-15,0.088
2012-12-15,0.0675
2013-01-15,0.08
2013-02-15,0.0585
2013-03-15,0.088
2013-04-15,0.0695
2013-05-15,0.073
2013-06-15,0.0975
2013-07-15,0.1115
2013-08-15,0.0835
2013-09-15,0.0825
2013-10-15,0.092
2013-11-15,0.073
2013-12-15,0.0755
2014-01-15,0.0795
2014-02-15,0.0845
2014-03-15,0.0685
2014-04-15,0.0545
2014-05-15,0.0685
2014-06-15,0.1065
2014-07-15,0.0875
2014-08-15,0.0665
2014-09-15,0.0955
2014-10-15,0.0825
2014-11-15,0.053
2014-12-15,0.0555
2015-01-15,0.053
2015-02-15,0.034
2015-03-15,0.0535
2015-04-15,0.06
2015-05-15,0.0695
2015-06-15,0.097
2015-07-15,0.169
2015-08-15,0.0565
2015-09-15,0.121
2015-10-15,0.1975
2015-11-15,0.1445
2015-12-15,0.124
2016-01-15,0.078
2016-02-15,0.054
2016-03-15,0.07
2016-04-15,0.072
2016-05-15,0.0675
2016-06-15,0.1015
2016-07-15,0.0825
2016-08-15,0.074
2016-09-15,0.135
2016-10-15,0.105
2016-11-15,0.139
2016-12-15,0.07
2017-01-15,0.06
2017-02-15,0.0585
2017-03-15,0.059
2017-04-15,0.063
2017-05-15,0.0675
2017-06-15,0.149
2017-07-15,0.1175
2017-08-15,0.085
2017-09-15,0.11
2017-10-15,0.18
2017-11-15,0.14
2017-12-15,0.12
2018-01-15,0.1
2018-02-15,0.07
2018-03-15,0.08
2018-04-15,0.105
2018-05-15,0.035
2018-06-15,0.1
2018-07-15,0.11
2018-08-15,0.165
2018-09-15,0.15
2018-10-15,0.105
2018-11-15,0.105
2018-12-15,0.08
2019-01-15,0.06
2019-02-15,0.075
2019-03-15,0.04
2019-04-15,0.08
2019-05-15,0.06
2019-06-15,0.075
2019-07-15,0.07
2019-08-15,0.11
2019-09-15,0.095
2019-10-15,0.06
2019-11-15,0.07
2019-12-15,0.05
2020-01-15,0.0525
2020-02-15,0.045
2020-03-15,0.0325
2020-04-15,0.04
2020-05-15,0.07
2020-06-15,0.04
2020-07-15,0.08
2020-08-15,0.051
2020-09-15,0.07
2020-10-15,0.1025
2020-11-15,0.09
2020-12-15,0.1
2021-01-15,0.0605
2021-02-15,0.0595
2021-03-15,0.073
2021-04-15,0.0775
2021-05-15,0.086
2021-06-15,0.063
2021-07-15,0.082
2021-08-15,0.0865
2021-09-15,0.1095
2021-10-15,0.111
2021-11-15,0.079
2021-12-15,0.074
2022-01-15,0.062
2022-02-15,0.066
2022-03-15,0.06
2022-04-15,0.064
2022-05-15,0.057
2022-06-15,0.093
2022-07-15,0.121
2022-08-15,0.0885
2022-09-15,0.1005
2022-10-15,0.111
2022-11-15,0.072
2022-12-15,0.065
