Date,TN
2016-02-15,0.733
2016-03-15,0.636
2016-04-15,0.691
2016-05-15,0.566
2016-06-15,0.799
2016-07-15,0.888
2016-08-15,0.421
2016-09-15,0.521
2016-10-15,0.88
2016-11-15,0.643
2016-12-15,0.854
2017-01-15,1.33
2017-02-15,0.96
2017-03-15,0.885
2017-04-15,0.98
2017-05-15,0.22
2017-06-15,0.92
2017-07-15,0.84
2017-08-15,0.78
2017-09-15,0.96
2017-10-15,3.63
2017-11-15,1.32
2017-12-15,1.67
2018-01-15,1.93
2018-02-15,1.42
2018-03-15,0.8
2018-04-15,2.28
2018-05-15,1.29
2018-06-15,0.8
2018-07-15,0.92
2018-08-15,0.57
2018-09-15,1.82
2018-10-15,0.43
2018-11-15,0.98
2018-12-15,1.06
2019-01-15,0.84
2019-02-15,0.66
2019-03-15,0.36
2019-04-15,0.62
2019-05-15,0.48
2019-06-15,0.41
2019-07-15,0.51
2019-08-15,0.42
2019-09-15,0.73
2019-10-15,0.89
2019-11-15,0.94
2019-12-15,1.44
2020-01-15,0.91
2020-02-15,0.59
2020-03-15,1.0
2020-04-15,0.83
2020-05-15,0.58
2020-06-15,1.1
2020-07-15,0.76
2020-08-15,0.48
2020-09-15,0.54
2020-10-15,0.78
2020-11-15,0.9
2020-12-15,0.82
2021-01-15,0.73
2021-02-15,0.64
2021-03-15,0.56
2021-04-15,0.48
2021-05-15,0.47
2021-06-15,0.92
2021-07-15,1.52
2021-08-15,1.0
2021-09-15,0.74
2021-10-15,0.99
2021-11-15,0.89
2021-12-15,0.64
2022-01-15,0.62
2022-02-15,0.78
2022-03-15,0.68
2022-04-15,0.5
2022-05-15,0.6
2022-06-15,0.91
2022-07-15,0.99
2022-08-15,0.95
2022-09-15,0.71
2022-10-15,0.83
2022-11-15,0.89
2022-12-15,0.74
