,EPL,YGPL,NPML,IMXL,Nation
2018-05-24,0.025037843739140635,0.05992034719707291,0.0,0.0,0.0141827656886799
2018-05-25,0.03590635665683154,0.08592337119486242,0.0,0.0,0.020339062489461383
2018-05-26,0.029533540841305383,0.18226222314696888,0.0,0.0,0.019843539912989865
2018-05-27,0.04461092037643926,0.1037430774206011,0.0,0.0,0.02518572857934013
2018-05-28,0.039476535407277386,0.13036286956852133,0.0,0.0,0.02336320809234647
2018-05-29,0.039373157631472706,0.12647238607162012,0.0,0.0,0.023202974434797435
2018-05-30,0.029727658152555476,0.11788206052029028,0.0,0.0,0.018143742464601074
2018-05-31,0.032968041409679356,0.13094222369206376,0.0,0.0,0.020127333961194763
2018-06-01,0.029328642174612167,0.14570484916929619,4.054767940729646e-05,0.0,0.0187208776928787
2018-06-02,0.04303515940254155,0.14619014152608248,6.065798697793001e-05,0.0,0.02558303963779866
2018-06-03,0.04619969751488796,0.15678228868441862,6.048779650495166e-05,0.0,0.027459854213096446
2018-06-04,0.05087634055114504,0.11013998211873384,7.751888352262523e-05,0.0,0.02849484898508027
2018-06-05,0.040978874219915966,0.2063937829675746,9.684003606051136e-05,0.0,0.026235820823200875
2018-06-06,0.03913961249494832,0.18789408376083466,0.00013775186831501416,0.0,0.024800503318831657
2018-06-07,0.03825278176721083,0.15499722649816203,0.00017234857957809156,0.0,0.023439267567859478
2018-06-08,0.034827435741996954,0.18133368760179822,0.00017065977004819346,0.0,0.022462780404083636
2018-06-09,0.03004455090168028,0.14806523559751253,0.00018501149244667665,0.0,0.01914478147948898
2018-06-10,0.04895024913775647,0.16244260177429223,0.0001859324558263029,0.0,0.02899557741398433
2018-06-11,0.04558173136198934,0.14223511570320013,0.0003526328442005296,0.0,0.026754672130821885
2018-06-12,0.032015840232878484,0.13454665461496723,0.0004178835607458602,0.0,0.019761261741676438
2018-06-13,0.0402167700440408,0.1506966700676636,0.00029966660626771596,0.0,0.024309370765106985
2018-06-14,0.037884611944242655,0.14481901830782867,0.00022074944075006455,0.0,0.02298156586020435
